candidate,window_days,n_before,n_after,hvac_before,hvac_after,hvac_delta,cooling_delta,pump_delta,plug_delta,aux_delta,it_delta,pue_delta,hvac_persist,persistent,scan
2024-01-29,28,28,26,8.857049015194558,16.828426395549563,7.971377380355005,-5.610269659988116,1.7447168328450644,0.3652296026081716,4.471054155820113,-610.2539686988471,0.008835132186249872,12.050795181966532,True,28
2024-01-30,28,28,26,8.96952081386163,16.9498546387186,7.980333824856972,-5.529123544507266,2.0980231559093383,0.44653595888279085,4.995769395141821,-521.6728764815398,0.00820631898786317,12.033013643039084,True,28
2024-01-31,28,27,27,9.033208025933977,16.768364277571866,7.735156251637889,-5.640940361050314,2.2931666060870697,0.45501733436096625,4.842399831035607,-505.43609762783854,0.007917166812798637,12.020734041822518,True,28
2024-02-01,28,26,28,8.941815431191907,16.603659574593234,7.661844143401327,-5.8079162190497335,2.236708220719727,0.5432453669996402,4.633881512070957,-503.7554273631804,0.007746373364649006,12.081708787642908,True,28
2024-02-02,28,26,28,8.868773374986644,16.70447112757294,7.835697752586297,-5.58987957853931,2.7222124721166168,0.7050184658618903,5.673049112025495,-394.0696642357698,0.0070024287919345785,15.454085817007462,True,28
2024-02-03,28,26,28,8.835582020295517,16.835277991216874,7.999695970921357,-5.337310103403049,3.4860779034951435,0.6251533611587545,6.773617132172234,-245.78027288932526,0.005869944428258833,22.261798756172364,True,28
2024-02-04,28,26,28,8.847135584419942,16.93828668290322,8.09115109848328,-5.155206582838523,4.319223890861132,0.517397218197793,7.77256562470366,-99.90402266896717,0.004745202614859112,29.010364761884308,True,28
2024-02-05,28,26,28,8.914454562979289,17.040108615914573,8.125654052935284,-5.003165967035951,5.103425741693613,0.41759282663785147,8.64350665423079,30.952756443703038,0.0036275303694897065,35.95109385856215,True,28
2024-02-06,28,26,28,8.930569796750628,17.13971183402799,8.209142037277363,-4.879218685314132,5.7577074120173535,0.43293006987378213,9.520560833854375,146.72333080839007,0.0025621326837552694,42.958899760907705,True,28
2024-02-07,28,26,28,8.956150472563804,17.224064525093926,8.267914052530122,-4.761802170101799,6.32073407002656,0.36335879481859035,10.190204747273512,264.03530471978183,0.0015339473982998175,49.965688614289434,True,28
