pue_source,pue_reconstructed,delta,it_power_kw
1.064,1.0635616044816316,-0.0004383955183684396,1113.88
1.028,1.0276455409750107,-0.0003544590249893176,1449.42
1.031,1.031055637526562,5.5637526562124506e-05,1416.49
1.0597710747413307,1.0597710747413307,0.0,2686.0770084339383
1.03,1.0300951521852995,9.51521852994297e-05,1374.64
1.0773464106255461,1.0773464106255461,0.0,3162.560841866076
1.034,1.0340670715509266,6.707155092655626e-05,1091.67
1.028,1.0281867812265666,0.00018678122656656804,1426.91
1.035,1.0354992520568438,0.0004992520568438685,1069.6
1.012,1.012445652810819,0.0004456528108189861,853.31
1.03,1.0301359491754174,0.0001359491754173714,1215.16
1.03,1.0303530607061215,0.00035306070612151075,1102.36
1.0197571511362005,1.0197571511362007,2.220446049250313e-16,3371.584776610136
1.009,1.0088943623426383,-0.00010563765736160136,1096.2
1.03,1.0299626521870626,-3.734781293740497e-05,1421.77
1.061029009075792,1.061029009075792,0.0,2808.8316560047865
1.035,1.0347981222349367,-0.00020187776506319643,1109.83
1.0190084054944064,1.0190084054944064,0.0,3305.043656527996
1.0935035240770994,1.0935035240770994,0.0,2351.162964023471
1.0859273579616475,1.0859273579616475,0.0,2745.9396472308636
1.024,1.0242881405937279,0.00028814059372783696,1254.11
1.036,1.0362334012893273,0.0002334012893272508,907.45
1.01833558777192,1.01833558777192,0.0,3433.1874594390392
1.038,1.0377706223785113,-0.00022937762148877994,944.12
1.034,1.034204209162613,0.00020420916261287836,787.33
1.031,1.030971315620116,-2.8684379884014177e-05,870.16
1.035,1.035365756375143,0.00036575637514313364,1128.21
1.037,1.0368391451068617,-0.0001608548931382181,1066.8
1.031,1.0312210577626126,0.0002210577626127197,820.6
1.025,1.0247805186305265,-0.00021948136947336216,1329.27
1.009,1.0086076119115268,-0.0003923880884730835,1193.13
1.036,1.0364984337426772,0.0004984337426772179,1401.43
1.034,1.0339872352088961,-1.276479110390305e-05,766.17
1.027,1.0265720850812656,-0.00042791491873428456,948.74
1.037,1.0371813893748478,0.00018138937484790674,903.14
1.056,1.0561117442194838,0.00011174421948378921,1877.86
1.031,1.0307322408323014,-0.0002677591676985003,1106.33
1.023,1.0234003106679361,0.00040031066793622117,997.85
1.037,1.0366110980861538,-0.00038890191384610695,810.41
1.051,1.0514377518788804,0.00043775187888051015,1101.72
1.0175972085996403,1.0175972085996403,0.0,3245.479513220489
1.033,1.0330213635451444,2.1363545144481577e-05,548.13
1.031,1.0308865464099195,-0.00011345359008041456,936.33
1.0187499193625718,1.0187499193625718,0.0,3331.98764436692
1.037,1.0370837493650042,8.374936500432639e-05,1141.74
1.032,1.0319425489049197,-5.745109508037416e-05,1230.96
1.024,1.0240893888393001,8.938883930009744e-05,1859.74
1.023,1.0229373373071264,-6.266269287347193e-05,1325.35
1.027,1.0274912992113414,0.0004912992113415005,939.57
1.0919540323123378,1.091954032312338,2.220446049250313e-16,2768.186279612899
1.031,1.0308180889080945,-0.00018191109190546229,1457.91
1.037,1.0374427095471142,0.0004427095471142284,1416.03
1.0627396624954133,1.0627396624954133,0.0,2717.476206455569
1.024,1.0242362755044527,0.00023627550445270984,887.1
1.039,1.0387613299779523,-0.00023867002204758236,898.06
1.0211659739242869,1.0211659739242869,0.0,3746.409699060023
1.053,1.0530654064132623,6.540641326235885e-05,1083.38
1.031,1.0307808496672053,-0.00021915033279462648,1416.79
1.037,1.0367009434962366,-0.0002990565037632731,943.3
1.0596438155651393,1.0596438155651393,0.0,2776.519176983143
1.025,1.024999623045491,-3.7695450894048577e-07,1326.42
1.024,1.0239804312692011,-1.956873079889121e-05,1373.62
