scenario_id,time,day,hour_of_day,grid_price_per_mwh,grid_emissions_kg_per_mwh,grid_water_m3_per_mwh,pue,site_wue_m3_per_mwh_it,policy,arriving_flexible_it_mwh,processed_flexible_it_mwh,queued_flexible_it_mwh,fixed_it_energy_mwh,total_it_energy_mwh,it_utilization,dc_energy_mwh,grid_energy_mwh,auxiliary_energy_mwh,site_water_consumption_m3,site_water_discharge_m3,site_water_withdrawal_m3,indirect_grid_water_consumption_m3,total_water_footprint_m3,grid_co2e_metric_tons,heat_rejected_mwh_thermal,electricity_cost_usd,carbon_externality_usd,water_externality_usd,delay_cost_usd,modeled_objective_cost_usd
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,15,0,15,33.443409470755604,382.27499612574144,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.6792018065722756,1.6168887758033508,1.0623130307689248,1.0,2.6168887758033508,0.2616888775803351,3.2711109697541882,3.2711109697541882,0.6542221939508375,0.9420799592892063,0.3140266530964021,1.2561066123856084,14.78542158328893,15.727501542578135,1.2504639332896528,3.2711109697541882,109.39710358576977,62.52319666448264,0.0,0.5311565153844624,172.45145676563686
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,16,0,16,36.54683766082776,398.1126913898237,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,5.112321781935777,1.0108515506488,5.163783262055903,1.0,2.0108515506488,0.20108515506488,2.513564438311,2.513564438311,0.5027128876622,0.723906558233568,0.241302186077856,0.965208744311424,11.361311261165719,12.085217819399286,1.0006819035177426,2.513564438311,91.86283147698184,50.03409517588713,0.0,2.5818916310279514,144.4788182838969
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,17,0,17,40.27858590311982,391.6061378578345,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.141062785763784,2.758206577765148,5.546639470054538,1.0,3.758206577765148,0.3758206577765148,4.697758222206435,4.697758222206435,0.9395516444412868,1.3529543679954532,0.45098478933181774,1.803939157327271,21.233867164373084,22.58682153236854,1.8396709539881486,4.697758222206435,189.21905810522932,91.98354769940742,0.0,2.773319735027269,283.975925539664
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,18,0,18,41.42676355893596,408.3162995725912,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.8300926113343623,1.0091502811527044,7.367581800236201,1.0,2.0091502811527047,0.20091502811527046,2.511437851440881,2.511437851440881,0.5022875702881762,0.7232941012149736,0.24109803373832453,0.9643921349532981,11.351699088512781,12.074993189727754,1.0254610101068795,2.511437851440881,104.0407420646035,51.273050505343974,0.0,3.6837909001181006,158.9975834700656
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,19,0,19,45.02729662881618,404.2949527793627,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,1.2032596249191991,0.3537121973998737,8.217129227755528,1.0,1.3537121973998736,0.13537121973998736,1.692140246749842,1.692140246749842,0.3384280493499685,0.4873363910639545,0.16244546368798482,0.6497818547519393,7.648473915309285,8.135810306373239,0.6841237611557865,1.692140246749842,76.19250082796334,34.206188057789326,0.0,4.108564613877764,114.50725349963044
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,20,0,20,46.29346311631702,418.8120944822003,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,4.681834527453896,1.9502562781326689,10.948707477076749,1.0,2.950256278132669,0.2950256278132669,3.687820347665836,3.687820347665836,0.7375640695331671,1.0620922601277607,0.3540307533759202,1.4161230135036809,16.668947971449576,17.731040231577335,1.5445037638800048,3.687820347665836,170.7219752442718,77.22518819400024,0.0,5.474353738538374,253.4215171768104
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,21,0,21,44.422319309558524,367.37358667987024,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.391244450640218,6.734151137829504,7.6058007898874616,1.0,7.734151137829504,0.7734151137829504,9.66768892228688,9.66768892228688,1.9335377844573758,2.7842944096186213,0.9280981365395404,3.7123925461581617,43.697953928736695,46.48224833835532,3.5516535542857803,9.66768892228688,429.4611642913095,177.58267771428902,0.0,3.8029003949437308,610.8467424005423
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,22,0,22,40.07285240908981,371.49212582997575,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.3446782159838646,1.7856134736112512,9.164865532260073,1.0,2.7856134736112512,0.27856134736112514,3.482016842014064,3.482016842014064,0.6964033684028128,1.0028208505000504,0.33427361683335016,1.3370944673334006,15.738716125903569,16.74153697640362,1.2935418388155835,3.482016842014064,139.53434699599458,64.67709194077918,0.0,4.582432766130037,208.7938717029038
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,23,0,23,43.203196361250676,385.61209690538067,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,6.749577536719422,0.6478530554682488,15.266590013511243,1.0,1.6478530554682487,0.16478530554682486,2.0598163193353107,2.0598163193353107,0.41196326386706206,0.5932270999685695,0.19774236665618983,0.7909694666247593,9.310369763395604,9.903596863364173,0.7942900901388124,2.0598163193353107,88.99064891235206,39.71450450694062,0.0,7.633295006755621,136.3384484260483
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,24,1,0,32.156681617873154,374.2953101838135,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,1.4543235227561175,0.4597904782966039,16.261123057970757,1.0,1.459790478296604,0.1459790478296604,1.824738097870755,1.824738097870755,0.364947619574151,0.5255245721867774,0.17517485739559246,0.7006994295823699,8.247816202375812,8.77334077456259,0.6829909123467561,1.824738097870755,58.67752204923333,34.14954561733781,0.0,8.130561528985378,100.95762919555652
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,25,1,1,33.14683474997472,365.7826269670022,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.227591412989423,1.5899844680371669,16.898730002923003,1.0,2.5899844680371666,0.25899844680371664,3.237480585046458,3.237480585046458,0.6474961170092914,0.93239440849338,0.31079813616446,1.24319254465784,14.633412244409989,15.565806652903369,1.1842141531529609,3.237480585046458,107.31223395878644,59.210707657648044,0.0,8.449365001461501,174.97230661789598
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,26,1,2,28.946818854872053,335.73620336244113,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,1.8746280447768702,0.5455140193658784,18.227844028333998,1.0,1.5455140193658785,0.15455140193658784,1.9318925242073481,1.9318925242073481,0.3863785048414696,0.5563850469717162,0.1854616823239054,0.7418467292956216,8.732154209417212,9.288539256388928,0.648606261381658,1.9318925242073481,55.92214294531163,32.4303130690829,0.0,9.113922014166999,97.46637802856154
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,27,1,3,29.84518123759065,330.13954174000617,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.150768666177039,9.0,11.378612694511036,1.0,10.0,1.0,12.5,12.5,2.5,3.5999999999999996,1.2,4.8,56.49999999999999,60.099999999999994,4.126744271750077,12.5,373.0647654698831,206.33721358750387,0.0,5.689306347255518,585.0912854046426
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,28,1,4,24.258845061090724,330.3943505005781,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,4.127499913034013,3.036405319332046,12.469707288213,1.0,4.0364053193320455,0.40364053193320454,5.045506649165057,5.045506649165057,1.0091013298330118,1.4531059149595362,0.4843686383198454,1.9374745532793816,22.80569005422606,24.258795969185595,1.6670068922972374,5.045506649165057,122.39816405679817,83.35034461486187,0.0,6.2348536441065,211.98336231576653
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,29,1,5,19.16597152752146,304.6291640527327,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.406308489142778,5.794078356787713,10.081937420568066,1.0,6.794078356787713,0.6794078356787713,8.492597945984642,8.492597945984642,1.6985195891969287,2.4458682084435766,0.8152894028145256,3.261157611258102,38.386542715850574,40.83241092429415,2.587093012921256,8.492597945984642,162.7688904274289,129.3546506460628,0.0,5.040968710284033,297.16450978377566
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,30,1,6,20.115643598177105,274.65600324094146,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.5845059026020203,9.0,4.6664433231700855,1.0,10.0,1.0,12.5,12.5,2.5,3.5999999999999996,1.2,4.8,56.49999999999999,60.099999999999994,3.4332000405117684,12.5,251.4455449772138,171.66000202558843,0.0,2.3332216615850427,425.43876866438734
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,31,1,7,19.79198211279666,280.21545523406604,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,4.3335566768299145,8.999999999999998,0.0,1.0,9.999999999999998,0.9999999999999998,12.499999999999998,12.499999999999998,2.5,3.599999999999999,1.1999999999999997,4.799999999999999,56.499999999999986,60.09999999999999,3.5026931904258247,12.499999999999998,247.3997764099582,175.13465952129124,0.0,0.0,422.53443593124945
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,32,1,8,15.09139172935337,305.2832343751641,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,7.877783846040602,7.877783846040602,0.0,1.0,8.877783846040602,0.8877783846040602,11.097229807550752,11.097229807550752,2.21944596151015,3.1960021845746165,1.065334061524872,4.261336246099488,50.15947873012939,53.35548091470401,3.3877982082535736,11.097229807550752,167.4726421364051,169.3899104126787,0.0,0.0,336.86255254908383
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,33,1,9,16.68162086382112,307.0392942239105,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.8018811086265822,1.3685225737729612,2.433358534853623,1.0,2.368522573772961,0.23685225737729612,2.9606532172162012,2.9606532172162012,0.5921306434432401,0.852668126558266,0.2842227088527553,1.1368908354110212,13.382152541817229,14.234820668375495,0.9090368742558124,2.9606532172162012,49.388494478852905,45.45184371279062,0.0,1.2166792674268114,96.05701745907034
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,34,1,10,15.30258628423279,306.44469028244316,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.6995631556661914,5.132921690519814,0.0,1.0,6.132921690519814,0.6132921690519815,7.666152113149768,7.666152113149768,1.5332304226299538,2.207851808587133,0.7359506028623777,2.9438024114495107,34.65100755143695,36.858859360024084,2.3492516099722778,7.666152113149768,117.31195417952786,117.46258049861389,0.0,0.0,234.77453467814175
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,35,1,11,22.10082935959379,307.39226611753713,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,4.586734041737661,4.586734041737661,0.0,1.0,5.586734041737661,0.5586734041737661,6.983417552172076,6.983417552172076,1.396683510434415,2.011224255025558,0.6704080850085193,2.6816323400340774,31.56504733581778,33.57627159084334,2.1466485466071585,6.983417552172076,154.3393196673472,107.33242733035793,0.0,0.0,261.67174699770516
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,36,1,12,25.2508144767586,322.8109286015759,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,9.507324988543498,2.71790838292979,6.789416605613708,1.0,3.71790838292979,0.371790838292979,4.647385478662238,4.647385478662238,0.9294770957324476,1.3384470178547243,0.44614900595157475,1.784596023806299,21.00618236355331,22.344629381408033,1.500226821936436,4.647385478662238,117.35026852368212,75.01134109682181,0.0,3.394708302806854,195.7563179233108
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,37,1,13,29.704502746247336,312.5686309898961,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.210583394386293,9.0,0.0,1.0,10.0,1.0,12.5,12.5,2.5,3.5999999999999996,1.2,4.8,56.49999999999999,60.099999999999994,3.9071078873737015,12.5,371.3062843280917,195.35539436868507,0.0,0.0,566.6616786967768
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,38,1,14,34.679282942750774,329.7205939894582,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.1472217540877856,2.147221754087769,0.0,1.0,3.147221754087769,0.3147221754087769,3.9340271926097117,3.9340271926097117,0.7868054385219425,1.1329998314715968,0.37766661049053224,1.510666441962129,17.781802910595896,18.914802742067494,1.2971297827179549,3.9340271926097117,136.4292421169877,64.85648913589775,0.0,0.0,201.28573125288545
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,39,1,15,38.812905479216624,376.8233048734272,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,4.479992888207909,3.5082247178933246,0.9717681703145846,1.0,4.508224717893325,0.45082247178933244,5.6352808973666555,5.6352808973666555,1.127056179473331,1.6229608984415969,0.540986966147199,2.163947864588796,25.47146965609728,27.094430554538878,2.1235051716357956,5.6352808973666555,218.72162481832703,106.17525858178978,0.0,0.4858840851572923,325.3827674852741
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,40,1,16,35.425956443277876,386.4485578301155,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.679620352585293,3.2337639918190595,1.4176245310808178,1.0,4.2337639918190595,0.42337639918190595,5.292204989773825,5.292204989773825,1.058440997954765,1.5241550370548613,0.5080516790182871,2.0322067160731483,23.920766553777685,25.444921590832546,2.0451649860394356,5.292204989773825,187.48142345662535,102.25824930197179,0.0,0.7088122655404089,290.44848502413754
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,41,1,17,39.36039583345135,393.29595224092594,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,1.8369380730747176,0.7230525551015843,2.531510049053944,1.0,1.7230525551015843,0.17230525551015843,2.1538156938769806,2.1538156938769806,0.4307631387753963,0.6202989198365704,0.20676630661219011,0.8270652264487605,9.735246936323952,10.355545856160521,0.8470869942747977,2.1538156938769806,84.77503826329763,42.354349713739886,0.0,1.265755024526972,128.3951430015645
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,42,1,18,41.46669896678299,388.7227097695764,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,6.212431045619491,3.7561715598851646,4.98776953478827,1.0,4.756171559885164,0.4756171559885164,5.945214449856455,5.945214449856455,1.189042889971291,1.712221761558659,0.5707405871862197,2.2829623487448787,26.872369313351175,28.584591074909834,2.3110398711094424,5.945214449856455,246.528417885166,115.55199355547212,0.0,2.493884767394135,364.57429620803225
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,43,1,19,46.448537413382375,397.82775938016755,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,7.614413337332413,2.360619704775182,10.2415631673455,1.0,3.360619704775182,0.3360619704775182,4.2007746309689775,4.2007746309689775,0.8401549261937955,1.2098230937190655,0.40327436457302185,1.6130974582920874,18.987501331979775,20.19732442569884,1.6711847590994384,4.2007746309689775,195.11983761175009,83.55923795497192,0.0,5.12078158367275,283.79985715039476
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,44,1,20,42.98405410933592,407.1641361997512,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,3.0511088768155767,0.8827967664807113,12.409875277680374,1.0,1.8827967664807113,0.18827967664807113,2.353495958100889,2.353495958100889,0.4706991916201777,0.677806835933056,0.22593561197768533,0.9037424479107413,10.637801730616017,11.315608566549074,0.9582591488297544,2.353495958100889,101.162797609112,47.91295744148772,0.0,6.204937638840187,155.28069268943992
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,45,1,21,41.01284127568727,384.9925984251919,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,1.97713980787017,2.143679355178481,12.243335730372065,1.0,3.143679355178481,0.3143679355178481,3.929599193973101,3.929599193973101,0.7859198387946202,1.1317245678642531,0.3772415226214177,1.5089660904856708,17.761788356758416,18.89351292462267,1.5128666044572439,3.929599193973101,161.16402801948743,75.64333022286219,0.0,6.121667865186033,242.92902610753563
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,46,1,22,41.5271986645577,392.75645668299603,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.3473651168209693,1.1121860754735433,13.47851477171948,1.0,2.1121860754735433,0.21121860754735433,2.640232594341929,2.640232594341929,0.5280465188683858,0.7603869871704756,0.2534623290568252,1.0138493162273008,11.933851326425518,12.694238313595994,1.03696839857269,2.640232594341929,109.64146346587788,51.848419928634506,0.0,6.73925738585974,168.22914078037212
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,47,1,23,40.51480675304756,377.99611107709177,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,1.561675619115317,4.760197557178746,10.279992833656063,1.0,5.760197557178746,0.5760197557178746,7.200246946473432,7.200246946473432,1.4400493892946864,2.0736711205843483,0.6912237068614494,2.7648948274457976,32.54511619805991,34.61878731864426,2.721665344561662,7.200246946473432,291.7166136105919,136.08326722808312,0.0,5.139996416828032,432.939877255503
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,48,2,0,38.96280180502763,365.9943652172879,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,2.4748629661161257,1.4549018700683405,11.29995392970385,1.0,2.4549018700683405,0.24549018700683406,3.0686273375854256,3.0686273375854256,0.6137254675170851,0.8837646732246025,0.2945882244082008,1.1783528976328033,13.870195565886123,14.753960239110725,1.1231003145079943,3.0686273375854256,119.56231876783056,56.155015725399714,0.0,5.649976964851925,181.3673114580822
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,49,2,1,37.07697503865049,364.44848531189507,4.52,1.25,0.36,electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.00,6.393178389221982,1.4809059865034655,16.212226332422368,1.0,2.4809059865034655,0.24809059865034655,3.101132483129332,3.101132483129332,0.6202264966258664,0.8931261551412476,0.29770871838041585,1.1908348735216634,14.017118823744578,14.910244978885826,1.130203036228001,3.101132483129332,114.98061166853445,56.51015181140004,0.0,8.106113166211184,179.59687664614566
