scenario_id,normalized_solver_objective,active_weight_sum,average_delay_hours,peak_queue_mwh,total_dc_grid_energy_mwh,site_water_consumption_m3,indirect_grid_water_consumption_m3,heat_rejected_mwh_thermal,weight_electricity_cost_usd,electricity_cost_usd,normalized_electricity_cost_usd,weight_grid_co2e_metric_tons,grid_co2e_metric_tons,normalized_grid_co2e_metric_tons,weight_total_water_footprint_m3,total_water_footprint_m3,normalized_total_water_footprint_m3,weight_delay_mwh_hours,delay_mwh_hours,normalized_delay_mwh_hours,pair_name,metric_1,metric_2,alpha_weight_on_metric_1,one_minus_alpha_weight_on_metric_2,pairwise_nondominated
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.35,0.00013093021018200195,0.6499999999999999,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.35000000000000003,5135.369745002203,0.0,0.6499999999999999,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.35000000000000003,0.6499999999999999,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.40,0.0001208586555526172,0.6,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.4,5135.369745002203,0.0,0.6,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.4,0.6,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.45,0.00011078710092323245,0.55,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805733,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.4537277048684,0.4799423329173868,0.45,5135.369745002203,0.0,0.55,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.45,0.55,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.50,0.00010071554629384768,0.5,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,0.5,5135.369745002205,0.0,0.5,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.5,0.5,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.55,9.06439916644629e-05,0.44999999999999996,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805732,1068.0885492933037,0.0,33807.28045942744,0.5220240126885617,0.0,364.4537277048684,0.4799423329173868,0.55,5135.369745002203,0.0,0.44999999999999996,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.55,0.44999999999999996,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.60,8.057243703507812e-05,0.3999999999999999,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805732,1068.0885492933037,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,0.6000000000000001,5135.369745002203,0.0,0.3999999999999999,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.6000000000000001,0.3999999999999999,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.65,7.050088240569337e-05,0.35,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805732,1068.0885492933037,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,0.65,5135.369745002203,0.0,0.35,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.65,0.35,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.70,6.042932777630859e-05,0.29999999999999993,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805732,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.45372770486836,0.47994233291738525,0.7000000000000001,5135.369745002203,0.0,0.29999999999999993,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.7000000000000001,0.29999999999999993,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.75,5.035777314692384e-05,0.25,0.0010052693045717537,0.5073249885434996,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,33807.280459427435,0.5220240126885609,0.0,364.45372770486836,0.47994233291738525,0.75,5135.369745002203,0.0,0.25,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.75,0.25,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.80,4.028621851753906e-05,0.19999999999999996,0.0010052693045717537,0.5073249885434996,1068.0885492933035,307.60950219647145,4827.760242805732,1068.0885492933035,0.0,33807.280459427435,0.5220240126885609,0.0,364.45372770486836,0.47994233291738525,0.8,5135.369745002203,0.0,0.19999999999999996,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.8,0.19999999999999996,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.85,3.0214663888154285e-05,0.1499999999999999,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.60950219647145,4827.760242805732,1068.0885492933037,0.0,33807.280459427435,0.5220240126885609,0.0,364.45372770486836,0.47994233291738525,0.8500000000000001,5135.369745002203,0.0,0.1499999999999999,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.8500000000000001,0.1499999999999999,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.90,2.014310925876953e-05,0.09999999999999998,0.0010052693045717537,0.5073249885434996,1068.088549293304,307.60950219647157,4827.760242805733,1068.088549293304,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,0.9,5135.369745002205,0.0,0.09999999999999998,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.9,0.09999999999999998,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_0.95,1.0071554629384754e-05,0.04999999999999993,0.0010052693045717537,0.5073249885434996,1068.0885492933037,307.6095021964715,4827.760242805733,1068.0885492933037,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,0.9500000000000001,5135.369745002205,0.0,0.04999999999999993,0.6780248317123907,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,0.9500000000000001,0.04999999999999993,True
total_water_footprint_m3__vs__delay_mwh_hours__alpha_1.00,0.0,0.0,0.0010052693045718621,0.5073249885435,1068.088549293304,307.6095021964715,4827.760242805733,1068.088549293304,0.0,33807.28045942744,0.5220240126885617,0.0,364.45372770486847,0.47994233291738836,1.0,5135.369745002204,0.0,0.0,0.6780248317124637,0.0,total_water_footprint_m3__vs__delay_mwh_hours,total_water_footprint_m3,delay_mwh_hours,1.0,0.0,True
