scenario_id,time,urgent_0h,short_4h,flexible_12h
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,54,-0.0,0.34849079639862013,9.620044739063648
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,55,0.0,0.8862486828374643,2.594750920087601
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,56,-0.0,2.8277728913438898,4.390610607994399
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,57,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,58,-0.0,0.6566635315123797,1.3140627847745776
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,59,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,60,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,61,0.0,0.0,0.0
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,62,-0.0,1.1493719594075507,0.8488869515298584
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,63,0.0,0.0,1.947382042270167
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,64,0.0,0.0,3.354737325760766
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,65,0.0,0.0,4.332916927411944
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,66,0.0,0.0,4.5813458009671635
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,67,0.0,2.50286934747074,4.5813458009671635
electricity_cost_usd__vs__grid_co2e_metric_tons__alpha_0.05,68,-0.0,3.338400875075127,5.013653389896078
