time,day,hour_of_day,grid_price_per_mwh,grid_emissions_kg_per_mwh,grid_water_m3_per_mwh,pue,site_wue_m3_per_mwh_it,scenario,arriving_flexible_it_mwh,processed_flexible_it_mwh,queued_flexible_it_mwh,fixed_it_energy_mwh,total_it_energy_mwh,it_utilization,dc_energy_mwh,grid_energy_mwh,auxiliary_energy_mwh,site_water_consumption_m3,site_water_discharge_m3,site_water_withdrawal_m3,indirect_grid_water_consumption_m3,total_water_footprint_m3,grid_co2e_metric_tons,heat_rejected_mwh_thermal,electricity_cost_usd,carbon_externality_usd,water_externality_usd,delay_cost_usd
12,0,12,27.132331796012277,318.14967898680953,5.389146210336698,1.25,0.4699650647370757,asap,4.076985694706639,4.076985694706639,0.0,1.0,5.076985694706639,0.5076985694706639,6.346232118383299,6.346232118383299,1.2692464236766599,2.3860059106820133,0.7953353035606711,3.1813412142426842,34.20077277070239,36.58677868138441,2.0190517112394266,6.346232118383299,172.18807549048555,100.95258556197133,0.0,0.0
13,0,13,33.20796803108223,304.6959720456946,6.034441235609848,1.25,0.4529109768152356,asap,2.881416261135473,2.881416261135473,0.0,1.0,3.881416261135473,0.3881416261135473,4.8517703264193415,4.8517703264193415,0.9703540652838685,1.7579360302574067,0.585978676752469,2.343914707009876,29.277722923453126,31.035658953710534,1.4783148757507982,4.8517703264193415,161.1174338938869,73.91574378753991,0.0,0.0
14,0,14,35.63969282294896,315.1797936780258,5.628322783678261,1.25,0.48938470615585,asap,1.966538072045398,1.966538072045398,0.0,1.0,2.966538072045398,0.2966538072045398,3.7081725900567477,3.7081725900567477,0.7416345180113497,1.451778362688079,0.4839261208960263,1.9357044835841053,20.87079227442762,22.3225706371157,1.1687410718565963,3.7081725900567477,132.15813204410154,58.43705359282981,0.0,0.0
15,0,15,36.40424759619202,316.2304244511893,6.112011376316207,1.25,0.5330809159775731,asap,4.133211270342212,4.133211270342212,0.0,1.0,5.133211270342212,0.5133211270342212,6.416514087927765,6.416514087927765,1.283302817585553,2.7364169659004283,0.9121389886334761,3.6485559545339044,39.21780710170771,41.95422406760814,2.029096973522433,6.416514087927765,233.58836756137657,101.45484867612164,0.0,0.0
16,0,16,39.09878570173301,313.3086439581555,5.961702536234206,1.25,0.5125969391341613,asap,2.9462144652640516,2.9462144652640516,0.0,1.0,3.9462144652640516,0.3946214465264052,4.932768081580065,4.932768081580065,0.9865536163160131,2.0228174560613037,0.6742724853537679,2.6970899414150717,29.407695982611013,31.430513438672318,1.5454788785999223,4.932768081580065,192.8652421380476,77.27394392999611,0.0,0.0
17,0,17,42.25227604096119,293.537137906805,6.043605236905051,1.25,0.4952226878242447,asap,1.3467556890732881,1.3467556890732881,0.0,1.0,2.346755689073288,0.23467556890732882,2.93344461134161,2.93344461134161,0.5866889222683218,1.1621666600097114,0.3873888866699038,1.5495555466796151,17.728581215275053,18.890747875284763,0.8610749354213562,2.93344461134161,123.94471146927582,43.05374677106781,0.0,0.0
18,0,18,42.69223529565819,303.38085493277896,5.9875252317057415,1.25,0.45011010508400123,asap,3.4068958766800024,3.4068958766800024,0.0,1.0,4.406895876680002,0.4406895876680002,5.508619845850003,5.508619845850003,1.101723969170001,1.9835883661466873,0.6611961220488958,2.644784488195583,32.98300031890189,34.96658868504858,1.671209798333647,5.508619845850003,235.17529461336068,83.56048991668234,0.0,0.0
19,0,19,45.50285338001403,299.3595081395504,5.8944843889503975,1.25,0.42960881309019144,asap,4.4702974192960765,4.4702974192960765,0.0,1.0,5.4702974192960765,0.5470297419296076,6.837871774120096,6.837871774120096,1.3675743548240193,2.350087981554125,0.7833626605180416,3.1334506420721664,40.305728426195465,42.65581640774959,2.046981931021907,6.837871774120096,311.1426767691231,102.34909655109534,0.0,0.0
20,0,20,45.95123969845251,320.74309453117075,4.5022187971907615,1.25,0.39648146968081355,asap,3.9118532341902736,3.9118532341902736,0.0,1.0,4.911853234190273,0.4911853234190273,6.139816542737842,6.139816542737842,1.2279633085475687,1.9474587891482167,0.6491529297160722,2.5966117188642888,27.642797450017106,29.590256239165324,1.9693037577714096,6.139816542737842,282.1321816598706,98.46518788857048,0.0,0.0
21,0,21,43.29018090616964,282.5695392482021,4.575531395260778,1.25,0.39016825690653484,asap,8.612556112208248,8.612556112208248,0.0,1.0,9.612556112208248,0.9612556112208248,12.01569514026031,12.01569514026031,2.4031390280520615,3.7505142627165493,1.2501714209055164,5.0006856836220654,54.9781903501434,58.72870461285995,3.3952694395302165,12.01569514026031,520.1616163352521,169.76347197651083,0.0,0.0
22,0,22,38.232495604581786,305.44755415542363,4.557929245078421,1.25,0.3569038143830891,asap,6.594917668311686,6.594917668311686,0.0,1.0,7.594917668311686,0.7594917668311686,9.493647085389608,9.493647085389608,1.8987294170779219,2.710655085745958,0.9035516952486526,3.6142067809946106,43.27137169295081,45.98202677869676,2.899811282247022,9.493647085389608,362.96582046360885,144.99056411235108,0.0,0.0
23,0,23,40.784581653678785,342.5430969543512,4.017358310665882,1.25,0.3236245090957713,asap,4.225825080608613,4.225825080608613,0.0,1.0,5.225825080608613,0.5225825080608613,6.5322813507607655,6.5322813507607655,1.306456270152153,1.6912050763323316,0.5637350254441106,2.2549401017764423,26.242514772086516,27.933719848418846,2.237587884066745,6.5322813507607655,266.41636213490557,111.87939420333726,0.0,0.0
24,1,0,29.329176825770073,356.85223067868276,3.251989176119388,1.25,0.26986594041268175,asap,4.571167820135017,4.571167820135022,0.0,1.0,5.571167820135022,0.5571167820135022,6.963959775168778,6.963959775168778,1.392791955033756,1.503468442977608,0.5011561476592027,2.0046245906368108,22.646721811779674,24.15019025475728,2.485104580125596,6.963959775168778,204.2472076534751,124.2552290062798,0.0,0.0
25,1,1,30.10767287541114,374.8694525005942,3.2375783555332576,1.25,0.2741915835624083,asap,2.09594399650622,2.09594399650622,0.0,1.0,3.09594399650622,0.30959439965062197,3.869929995632775,3.869929995632775,0.773985999126555,0.8488817870225716,0.2829605956741905,1.131842382696762,12.529201591289587,13.378083378312159,1.450718538678485,3.869929995632775,116.51458635925285,72.53592693392426,0.0,0.0
26,1,2,25.907656980308477,370.44894934193184,3.049189888015882,1.25,0.24244246808117773,asap,4.096011420462302,4.096011420462302,0.0,1.0,5.096011420462302,0.5096011420462302,6.370014275577878,6.370014275577878,1.274002855115576,1.2354895861467488,0.41182986204891625,1.647319448195665,19.42338311560888,20.658872701755627,2.359765095680932,6.370014275577878,165.03214481133986,117.9882547840466,0.0,0.0
27,1,3,27.01767644548757,387.8278594430195,2.8779119819864563,1.25,0.2546919309231719,asap,3.4535780255363138,3.4535780255363138,0.0,1.0,4.453578025536314,0.4453578025536314,5.566972531920392,5.566972531920392,1.1133945063840782,1.1342903868408512,0.37809679561361703,1.5123871824544681,16.021256953003174,17.155547339844027,2.1590270406327723,5.566972531920392,150.40666264834186,107.95135203163862,0.0,0.0
28,1,4,21.840230353518823,406.8421439607075,2.86566950297085,1.25,0.2392360435631739,asap,7.881255727867468,7.881255727867468,0.0,1.0,8.881255727867469,0.8881255727867469,11.101569659834336,11.101569659834336,2.220313931966867,2.1247164822077895,0.7082388274025965,2.832955309610386,31.813429609293728,33.938146091501515,4.516586401736143,11.101569659834336,242.4608386564175,225.82932008680717,0.0,0.0
29,1,5,17.32561472301344,394.34191003222344,3.191817128009179,1.25,0.2470128611674213,asap,5.113594983081706,5.113594983081706,0.0,1.0,6.113594983081706,0.6113594983081706,7.641993728852132,7.641993728852132,1.528398745770426,1.5101365887898048,0.503378862929935,2.01351545171974,24.39184647588897,25.901983064678774,3.013558403489823,7.641993728852132,132.40223906177687,150.67792017449116,0.0,0.0
30,1,6,18.983505194788222,371.23519390921496,3.4836201331344117,1.25,0.26861204440916897,asap,2.631561086010114,2.631561086010114,0.0,1.0,3.631561086010114,0.36315610860101144,4.539451357512643,4.539451357512643,0.907890271502529,0.9754810477099587,0.3251603492366529,1.3006413969466115,15.81372414241538,16.789205190125337,1.6852041049476552,4.539451357512643,86.1746984268297,84.26020524738276,0.0,0.0
31,1,7,19.449758694932154,376.79464590233954,3.4400977178449006,1.25,0.2882802184096421,asap,2.200355482652638,2.200355482652638,0.0,1.0,3.200355482652638,0.3200355482652638,4.000444353315798,4.000444353315798,0.8000888706631599,0.9225991775275979,0.307533059175866,1.230132236703464,13.761919490207195,14.684518667734793,1.5073460135596397,4.000444353315798,77.80767734449617,75.36730067798199,0.0,0.0
32,1,8,15.566948480551224,394.9959803546548,4.007974714644673,1.25,0.32181818931686085,asap,4.952324941971786,4.952324941971786,0.0,1.0,5.952324941971786,0.5952324941971786,7.440406177464732,7.440406177464732,1.4880812354929462,1.915566435050949,0.638522145016983,2.554088580067932,29.820959825964675,31.736526261015623,2.938930532304512,7.440406177464732,115.82441963896855,146.9465266152256,0.0,0.0
33,1,9,17.94709260054335,383.48708768403986,4.1207176060775845,1.25,0.3597031302156655,asap,1.6114599242540146,1.6114599242540146,0.0,1.0,2.6114599242540146,0.2611459924254015,3.264324905317518,3.264324905317518,0.6528649810635034,0.9393503091869339,0.31311676972897795,1.2524670789159118,13.451361109299441,14.390711418486374,1.2518264511946942,3.264324905317518,58.5851413539934,62.59132255973471,0.0,0.0
34,1,10,17.276276422074158,364.1330079854565,4.9855918332440465,1.25,0.40998257360960144,asap,4.3295821163178765,4.3295821163178765,0.0,1.0,5.3295821163178765,0.5329582116317877,6.661977645397346,6.661977645397346,1.3323955290794691,2.185035792311709,0.7283452641039031,2.9133810564156124,33.21390134214741,35.39893713445912,2.4258459591504042,6.661977645397346,115.09416731956328,121.29229795752022,0.0,0.0
35,1,11,24.652777400499033,342.10501209702784,5.29589651428453,1.25,0.43780511239414044,asap,2.0947700983809554,2.0947700983809554,0.0,1.0,3.0947700983809554,0.30947700983809556,3.8684626229761943,3.8684626229761943,0.7736925245952389,1.3549061707556993,0.45163539025189975,1.806541561007599,20.486977720659617,21.841883891415318,1.3234204524301711,3.8684626229761943,95.36834792638274,66.17102262150856,0.0,0.0
36,1,12,28.211652602195024,331.8977541351679,5.573296317941721,1.25,0.40894842359652545,asap,3.6920987116638297,3.6920987116638297,0.0,1.0,4.69209871166383,0.46920987116638296,5.865123389579788,5.865123389579788,1.1730246779159579,1.918826371494211,0.6396087904980704,2.5584351619922816,32.6880705914189,34.60689696291311,1.9466212807271748,5.865123389579788,165.46482353583352,97.33106403635874,0.0,0.0
37,1,13,32.87699795414426,295.12555148476537,6.081459419144807,1.25,0.4730648584174556,asap,1.5989082577208975,1.5989082577208975,0.0,1.0,2.5989082577208977,0.2598908257720898,3.248635322151122,3.248635322151122,0.6497270644302242,1.2294521669786926,0.40981738899289755,1.6392695559715902,19.756443879262463,20.985896046241155,0.9587552910227383,3.248635322151122,106.8053768401232,47.937764551136915,0.0,0.0
38,1,14,37.851778150647704,286.65159403842875,5.857508774887299,1.25,0.5100686897238822,asap,9.107736250735325,9.0,0.10773625073533344,1.0,10.0,1.0,12.5,12.5,2.5,5.1006868972388215,1.700228965746274,6.800915862985096,73.21885968609124,78.31954658333005,3.5831449254803593,12.5,473.1472268830963,179.15724627401798,0.0,0.05386812536766672
39,1,15,41.77374360465305,310.7787331988751,6.35401977834836,1.25,0.46933200074947723,asap,2.0267672705144384,2.134503521249772,0.0,1.0,3.134503521249772,0.3134503521249772,3.918129401562215,3.918129401562215,0.7836258803124432,1.471122808984437,0.490374269661479,1.961497078645916,24.89587171165454,26.366994520638976,1.2176712919267718,3.918129401562215,163.67493303071265,60.88356459633859,0.0,0.0
40,1,16,37.977904484183114,301.6445103984473,6.492108134543723,1.25,0.4661339865330743,asap,7.581820459564508,7.581820459564508,0.0,1.0,8.581820459564508,0.8581820459564508,10.727275574455636,10.727275574455636,2.145455114891128,4.000278182527904,1.3334260608426345,5.333704243370538,69.64263301841562,73.64291120094353,3.235823788565893,10.727275574455636,407.39944714218666,161.79118942829464,0.0,0.0
41,1,17,41.33408597129272,295.2269522898965,6.270983949179384,1.25,0.45293562111795577,asap,5.550921844144474,5.550921844144474,0.0,1.0,6.550921844144474,0.6550921844144474,8.188652305180593,8.188652305180593,1.637730461036119,2.967145854372762,0.9890486181242539,3.9561944724970157,51.350907171198266,54.318053025571025,2.417510863420102,8.188652305180593,338.470458371359,120.8755431710051,0.0,0.0
42,1,18,42.73217070350522,283.78726512976414,5.907661711198355,1.25,0.47835025591276126,asap,3.922060371514352,3.922060371514352,0.0,1.0,4.922060371514352,0.4922060371514352,6.15257546439294,6.15257546439294,1.230515092878588,2.3544688383319508,0.7848229461106503,3.139291784442601,36.347334496252614,38.70180333458457,1.746022564544561,6.15257546439294,262.912905010637,87.30112822722805,0.0,0.0
43,1,19,46.924094164580225,292.8923147403553,5.397052493370192,1.25,0.4304654882638365,asap,6.951432550462077,6.951432550462077,0.0,1.0,7.951432550462077,0.7951432550462078,9.939290688077596,9.939290688077596,1.987858137615519,3.422817295231621,1.1409390984105403,4.563756393642161,53.64287359042032,57.06569088565195,2.911141856508306,9.939290688077596,466.3922121764885,145.55709282541528,0.0,0.0
44,1,20,42.64183069147141,309.0951362487217,4.949101090801178,1.25,0.3915933319573299,asap,6.132144257676194,6.132144257676194,0.0,1.0,7.132144257676194,0.7132144257676194,8.915180322095242,8.915180322095242,1.783036064419048,2.7929001338637582,0.9309667112879194,3.7238668451516777,44.12212865677076,46.91502879063452,2.7556388763399515,8.915180322095242,380.1596098787229,137.78194381699757,0.0,0.0
45,1,21,39.880702872298386,300.18855099352373,4.813761659691274,1.25,0.36173652146982,asap,1.6022597925088027,1.6022597925088027,0.0,1.0,2.6022597925088027,0.26022597925088026,3.2528247406360036,3.2528247406360036,0.6505649481272009,0.9413324053029098,0.31377746843430326,1.255109873737213,15.658323022168805,16.599655427471713,0.9764607455274065,3.2528247406360036,129.72493697696552,48.82303727637032,0.0,0.0
46,1,22,39.68684186004968,326.7118850084439,4.071339359875408,1.25,0.3235033217527686,asap,7.736098087243605,7.736098087243605,0.0,1.0,8.736098087243604,0.8736098087243604,10.920122609054506,10.920122609054506,2.184024521810901,2.826156750381314,0.9420522501271047,3.768209000508419,44.45952499290894,47.285681743290255,3.567733842127524,10.920122609054506,433.3851790778993,178.38669210637622,0.0,0.0
47,1,23,38.09619204547566,334.9271111260623,3.769445541080593,1.25,0.31635963280846374,asap,2.9486188129704,2.9486188129704,0.0,1.0,3.9486188129704,0.39486188129704003,4.9357735162130005,4.9357735162130005,0.9871547032426005,1.2491835977719077,0.4163945325906359,1.6655781303625437,18.605129472472775,19.854313070244682,1.6531243649577467,4.9357735162130005,188.03417576662315,82.65621824788734,0.0,0.0
48,2,0,36.13529701292455,348.55128571215715,3.611925846151606,1.25,0.2991159440232808,asap,2.92342403837091,2.92342403837091,0.0,1.0,3.92342403837091,0.39234240383709096,4.9042800479636375,4.9042800479636375,0.9808560095927277,1.1735586850409474,0.39118622834698247,1.5647449133879299,17.7138958620055,18.88745454704645,1.7093931162102056,4.9042800479636375,177.2176161677259,85.46965581051028,0.0,0.0
49,2,1,34.03781316408691,373.53531084548706,3.184820985482625,1.25,0.2431680749562418,asap,5.277145729864036,5.277145729864036,0.0,1.0,6.277145729864036,0.6277145729864035,7.846432162330045,7.846432162330045,1.5692864324660087,1.526401443350831,0.5088004811169436,2.0352019244677746,24.989481811754537,26.51588325510537,2.9309194767839806,7.846432162330045,267.07539194607256,146.54597383919904,0.0,0.0
50,2,2,23.697909452048414,373.7895370749367,3.0981167217699332,1.25,0.2472065362288194,asap,2.173455247426034,2.173455247426034,0.0,1.0,3.173455247426034,0.3173455247426034,3.9668190592825425,3.9668190592825425,0.7933638118565085,0.784498879593361,0.2614996265311203,1.0459985061244812,12.289668459798921,13.074167339392282,1.4827554598292574,3.9668190592825425,94.00531887953757,74.13777299146287,0.0,0.0
51,2,3,26.86165159277649,381.4025657031963,3.0470308743862,1.25,0.23844348796425824,asap,2.34520315675444,2.34520315675444,0.0,1.0,3.34520315675444,0.334520315675444,4.181503945943049,4.181503945943049,0.8363007891886096,0.7976419086455759,0.265880636215192,1.063522544860768,12.741171624656195,13.53881353330177,1.5948363334807183,4.181503945943049,112.32210212974229,79.74181667403592,0.0,0.0
52,2,4,20.359797890465966,363.48031317131637,2.8718472007464464,1.25,0.2382233920380985,asap,2.824059081394825,2.824059081394825,0.0,1.0,3.824059081394825,0.3824059081394825,4.7800738517435315,4.7800738517435315,0.9560147703487063,0.9109803257239703,0.30366010857465675,1.214640434298627,13.727641710490945,14.638622036214915,1.7374627406137593,4.7800738517435315,97.32133752299949,86.87313703068796,0.0,0.0
53,2,5,19.523809754341467,370.18359509540807,3.1556008067626076,1.25,0.2610556865159948,asap,2.256346179734112,2.256346179734112,0.0,1.0,3.256346179734112,0.3256346179734112,4.07043272466764,4.07043272466764,0.8140865449335282,0.8500876874842256,0.28336256249474184,1.1334502499789674,12.844660789834123,13.694748477318349,1.5068074196114642,4.07043272466764,79.47035413425678,75.34037098057321,0.0,0.0
54,2,6,21.084170223923458,385.37696261992323,3.465926401918555,1.25,0.2666274505643383,asap,5.757687963946233,5.757687963946233,0.0,1.0,6.757687963946233,0.6757687963946233,8.447109954932792,8.447109954932792,1.6894219909865589,1.801785113536298,0.6005950378454327,2.4023801513817307,29.27706141271062,31.078846526246917,3.255321577348516,8.447109954932792,178.1003041900014,162.7660788674258,0.0,0.0
55,2,7,21.692507397531987,374.02034341296627,3.7659839348529838,1.25,0.29173718428572704,asap,3.7285889473941416,3.7285889473941416,0.0,1.0,4.728588947394142,0.4728588947394142,5.910736184242678,5.910736184242678,1.182147236848536,1.379505225157377,0.45983507505245896,1.8393403002098359,22.25973751301215,23.63924273816953,2.2107355774538924,5.910736184242678,128.21868840154428,110.53677887269461,0.0,0.0
56,2,8,20.76153413956164,380.4398280137825,4.340819163307936,1.25,0.3268786965409923,asap,6.333712628284772,6.333712628284772,0.0,1.0,7.333712628284772,0.7333712628284772,9.167140785355965,9.167140785355965,1.833428157071193,2.397234424739941,0.7990781415799804,3.1963125663199214,39.79290039381493,42.190134818554874,3.4875454637589547,9.167140785355965,190.32390637733576,174.37727318794774,0.0,0.0
57,2,9,18.672228444500906,352.53110581292947,4.493288806362719,1.25,0.3225060069030072,asap,2.9476026698382007,2.9476026698382007,0.0,1.0,3.9476026698382007,0.39476026698382005,4.934503337297751,4.934503337297751,0.9869006674595502,1.2731255738891682,0.4243751912963894,1.6975007651855576,22.172148610439468,23.445274184328635,1.739565918135167,4.934503337297751,92.13817357417571,86.97829590675835,0.0,0.0
58,2,10,23.80756486738559,374.41182610215554,5.302395926665025,1.25,0.38800041219110964,asap,6.655109313262466,6.655109313262466,0.0,1.0,7.655109313262466,0.7655109313262466,9.568886641578082,9.568886641578082,1.913777328315616,2.970185568913839,0.990061856304613,3.960247425218452,50.738025551023,53.70821111993684,3.582704321237772,9.568886641578082,227.81188942802964,179.1352160618886,0.0,0.0
59,2,11,26.898925329161525,338.9447008816786,5.4793338670988865,1.25,0.4357948092820367,asap,7.939725150826583,7.939725150826583,0.0,1.0,8.939725150826582,0.8939725150826583,11.174656438533228,11.174656438533228,2.2349312877066456,3.8958858171382973,1.2986286057127658,5.194514422851063,61.22967347684974,65.12555929398803,3.7875905840141693,11.174656438533228,300.5862491191394,189.37952920070848,0.0,0.0
60,2,12,32.62127215688075,335.9203817498904,5.870823711184877,1.25,0.48569643549464203,asap,3.6685102972039654,3.6685102972039654,0.0,1.0,4.668510297203966,0.4668510297203966,5.835637871504957,5.835637871504957,1.1671275743009915,2.267478810421998,0.7558262701406661,3.0233050805626642,34.26000118591975,36.52747999634175,1.960309701550063,5.835637871504957,190.3659312153635,98.01548507750314,0.0,0.0
61,2,13,31.666480754088894,315.13207989432834,5.43436197048442,1.25,0.41865537871895003,asap,3.5975813113762585,3.5975813113762585,0.0,1.0,4.597581311376258,0.4597581311376258,5.746976639220323,5.746976639220323,1.149395327844065,1.9248021451053943,0.6416007150351314,2.5664028601405255,31.231151293441282,33.155953438546675,1.8110567014216175,5.746976639220323,181.98652514006884,90.55283507108088,0.0,0.0
62,2,14,35.25373406407225,307.420816029834,5.9814557800513235,1.25,0.5065127719662796,asap,1.7007893369705174,1.7007893369705174,0.0,1.0,2.7007893369705176,0.27007893369705177,3.375986671213147,3.375986671213147,0.6751973342426294,1.3679842935659074,0.45599476452196913,1.8239790580878765,20.193314987904106,21.561299281470014,1.0378485773701884,3.375986671213147,119.01613631080079,51.89242886850942,0.0,0.0
63,2,15,33.574317944931636,273.2946813010015,6.135536122357285,1.25,0.45482535798588175,asap,2.3213282969421303,2.3213282969421303,0.0,1.0,3.3213282969421303,0.33213282969421304,4.1516603711776625,4.1516603711776625,0.8303320742355322,1.5106243316453434,0.5035414438817811,2.0141657755271245,25.472662175119805,26.983286506765147,1.134626698010997,4.1516603711776625,139.38916530129174,56.73133490054985,0.0,0.0
64,2,16,39.38648199501125,272.3733130651063,6.243779786383809,1.25,0.5194122463476096,asap,4.925146022084942,4.925146022084942,0.0,1.0,5.925146022084942,0.5925146022084942,7.406432527606177,7.406432527606177,1.4812865055212354,3.077593405268743,1.0258644684229143,4.103457873691657,46.24413370508299,49.32172711035173,2.0173145655372635,7.406432527606177,291.71332139582637,100.86572827686318,0.0,0.0
65,2,17,40.5213954771597,263.1214109886968,5.924952960393795,1.25,0.4828596962186916,asap,2.4372464140337398,2.4372464140337398,0.0,1.0,3.4372464140337398,0.343724641403374,4.296558017542175,4.296558017542175,0.8593116035084352,1.6597077593091187,0.5532359197697062,2.212943679078825,25.456904145540204,27.11661190484932,1.130516407970495,4.296558017542175,174.10252661938773,56.52582039852475,0.0,0.0
66,2,18,40.72973376259421,256.4208642671392,5.586832267392871,1.25,0.44608558303189827,asap,1.8402000163142027,1.8402000163142027,0.0,1.0,2.8402000163142027,0.28402000163142027,3.5502500203927534,3.5502500203927534,0.7100500040785507,1.266972280204728,0.422324093401576,1.689296373606304,19.834651371242433,21.101623651447163,0.9103581785935385,3.5502500203927534,144.6007381212415,45.51790892967693,0.0,0.0
67,2,19,42.21709075767443,280.4726671818157,5.318408047264427,1.25,0.42905618463074985,asap,4.171431001800943,4.171431001800943,0.0,1.0,5.171431001800943,0.5171431001800942,6.4642887522511785,6.4642887522511785,1.2928577504502359,2.218834454713889,0.7396114849046297,2.9584459396185188,34.37972531981359,36.59855977452747,1.8130563077772996,6.4642887522511785,272.903464937602,90.65281538886498,0.0,0.0
