Case,Climate Zone,Cooling system,Data center size,type,n,PUE_5th,PUE_95th,WUE_5th,WUE_95th,PUE_median,WUE_median,pearson,spearman
17,4B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.473441845,1.82711052,0.024555150698870355,0.09750153794884678,1.6107486500000001,0.060795746743679,-0.07963637186758465,-0.12614645858343337
17,4C,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.354502815,1.59088923,0.023909895401447955,0.0952904094010591,1.4860379,0.0617646891623735,0.07780664524872752,0.05171668667466986
17,5A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.41201201,1.66297853,0.02420159419998524,0.10020385086536403,1.51638495,0.0586622320115566,0.16907631951857782,0.06861944777911164
17,5B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.45028448,1.724277125,0.024546003807336035,0.09562013484537601,1.5555726,0.0592727195471525,-0.1360114662005899,-0.17685474189675868
17,5C,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.32414509,1.57766279,0.024656889680772995,0.09796067290008065,1.4271617,0.05919486097991465,-0.13412717386539735,-0.131140456182473
17,6A,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.41724524,1.69847303,0.024029196891933613,0.09388336353003975,1.5188266000000001,0.05951416119933125,-0.004743079160533614,-0.04768307322929172
17,6B,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.3837091049999999,1.6522551049999998,0.02403825446963304,0.09992162920534602,1.5214322999999998,0.0600005406886339,0.183662516258738,0.20403361344537815
17,7,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.39240048,1.608487695,0.02390314135700462,0.09605291634798041,1.5143787999999998,0.060032552108168546,-0.2292722044425416,-0.23563025210084032
17,8,Dry cooler (air-cooled chiller),Midsize,Cluster 1,50,1.33928374,1.610150405,0.024778016470372637,0.09862869642674915,1.45407225,0.0589473005384206,0.21248842562962514,0.2388955582232893
18,0A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.294083425,1.4741754,0.0,0.42104879170656184,1.3829649000000002,0.0725498534739017,-0.2708856437096338,-0.27613971606486076
18,0B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.154405385,1.312111775,0.7602772057056427,1.2130468785762787,1.2188460499999998,0.9719102382659912,-0.07120554322010311,0.009651860744297719
18,1A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.263750055,1.39402692,0.12247240357100961,0.6228266596794128,1.3228849,0.3389840573072433,-0.36736816000159755,-0.36470588235294116
18,1B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.238822315,1.400759835,0.2236935086548328,0.5419460117816924,1.301826,0.35276874899864197,0.05382748570737749,0.030396158463385354
18,2A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.226209605,1.36621329,0.06575441136956207,0.41425902992486946,1.30491815,0.20625688880681992,-0.09696714121924095,-0.1563985594237695
18,2B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.158556965,1.28030918,0.6223639160394668,0.9667528182268141,1.2235106,0.758630782365799,-0.13577765240653417,-0.1296998799519808
18,3A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.175416815,1.28888292,0.17453087642788884,0.44444128870964045,1.2331614499999999,0.30986998975276947,-0.09469710653728038,-0.10424969987995197
18,3B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.15817784,1.267848645,0.42684457004070275,0.7809025704860687,1.2032370000000001,0.5974843204021454,0.09410736264903759,0.13046818727490997
18,3C,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.1301452,1.25127113,0.11494813784956927,0.5133471906185149,1.1849369,0.3186547756195068,0.2671929183289761,0.34108043217286915
18,4A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.155108855,1.260473695,0.043253414146602144,0.3562103673815727,1.2004359,0.21651520580053324,0.019122861252229364,0.08763505402160864
18,4B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.14074578,1.238390745,0.34654920697212216,0.6065469443798065,1.1739996499999998,0.47541965544223785,-0.007354384659711281,-0.017238895558223288
18,4C,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.115768025,1.2251600200000001,0.09537076689302919,0.3737726733088493,1.16959635,0.19563770294189448,0.2446199521363384,0.14737094837935172
18,5A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.13124596,1.244373835,0.09807043559849256,0.3773576349020003,1.1832466,0.21277297288179395,0.26150933331742804,0.23130852340936373
18,5B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.1172751250000001,1.2145477,0.3152329534292221,0.521707507967949,1.1697003,0.4267439991235733,0.42957536278801706,0.39649459783913565
18,5C,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.1187364,1.2356002849999999,0.043061464838683595,0.25196278244256975,1.14882485,0.12543263286352155,-0.06449649595322757,-0.18194477791116445
18,6A,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.12297793,1.234624995,0.09238159880042074,0.29066316783428187,1.1947628,0.18945377320051188,0.284611500141185,0.2492677070828331
18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.1125143100000001,1.21785104,0.1905514687299728,0.47769515216350544,1.17027075,0.3020147234201431,-0.1693486644216627,-0.19702280912364944
18,7,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.122735665,1.2378032350000001,0.07819365449249739,0.29644187390804283,1.1754041,0.17988266795873636,-0.21326888612387324,-0.18501800720288114
18,8,Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,50,1.1030017300000001,1.21680876,0.07250077836215488,0.2663117632269859,1.16057745,0.17116773128509521,0.04410504514295145,0.18357743097238896
