workload_family,nodes,profile_id,resolution_s,native_dt_s,PAR,cv,mean_compute_W,max_compute_W
llama2_70b_lora,4,train_000005,0.2,0.2,1.1950275313276268,0.24884522228950562,10234.532334703152,12230.547910233081
llama2_70b_lora,4,train_000005,1.0,0.2,1.1950058680009994,0.248910788088476,10234.717868534226,12230.547910233081
llama2_70b_lora,4,train_000005,10.0,0.2,1.1797162120841522,0.24498048561199087,10259.041221782882,12102.757249776874
llama2_70b_lora,4,train_000005,60.0,0.2,1.1870190240801137,0.2564148223221903,10173.934245406206,12076.653499037322
llama2_70b_lora,4,train_000005,300.0,0.2,1.1574400905851856,0.28297484643549675,10431.463649448651,12073.794231353919
llama2_70b_lora,4,train_000006,0.2,0.2,1.1736975298083894,0.2326052799080544,10375.588550293374,12177.80265178754
llama2_70b_lora,4,train_000006,1.0,0.2,1.169224959357509,0.23301177332797532,10373.939048203914,12129.468462013498
llama2_70b_lora,4,train_000006,10.0,0.2,1.1690214797843759,0.23312277982339238,10375.7447333224,12129.468462013498
llama2_70b_lora,4,train_000006,60.0,0.2,1.1655853345182838,0.23319873049951906,10373.598359728103,12091.314114282002
llama2_70b_lora,4,train_000006,300.0,0.2,1.1724555905627978,0.28247688201420496,10288.759216833429,12063.113263730867
llama2_70b_lora,4,train_000007,0.2,0.2,1.1591817336770402,0.21521378071223027,10466.702024350436,12132.809798467526
llama2_70b_lora,4,train_000007,1.0,0.2,1.1565644937039365,0.21569213748090987,10464.454093385939,12102.816050404994
llama2_70b_lora,4,train_000007,10.0,0.2,1.1548157459474064,0.2126294739311634,10452.463882565706,12070.66987553344
llama2_70b_lora,4,train_000007,60.0,0.2,1.1650481918372544,0.22869889015181932,10360.661438818483,12070.66987553344
llama2_70b_lora,4,train_000007,300.0,0.2,1.1847598751480262,0.28118694289492413,10188.283827577556,12070.66987553344
llama2_70b_lora,4,train_000008,0.2,0.2,1.1949407349109125,0.2643392543795077,10172.055208457079,12155.003126348076
llama2_70b_lora,4,train_000008,1.0,0.2,1.190375722188216,0.2645738220967817,10170.322573909134,12106.505078804203
llama2_70b_lora,4,train_000008,10.0,0.2,1.1918092566237442,0.2726314936225066,10137.449860553616,12081.906582366884
llama2_70b_lora,4,train_000008,60.0,0.2,1.2111019002776464,0.3038167680541907,9957.122736964788,12059.090268035814
llama2_70b_lora,4,train_000008,300.0,0.2,1.1706039726952582,0.3071716407873563,10294.377074461623,12050.638699787765
llama2_70b_lora,4,train_000009,0.2,0.2,1.1765153375456687,0.23529388947621285,10278.391231630325,12092.684929307994
llama2_70b_lora,4,train_000009,1.0,0.2,1.1734893206323003,0.23543137977199619,10277.722686901488,12060.797813499208
llama2_70b_lora,4,train_000009,10.0,0.2,1.1710544583802303,0.23560648885434263,10298.53134012104,12060.141040617273
llama2_70b_lora,4,train_000009,60.0,0.2,1.1667932998072228,0.23925322256101808,10336.141836441677,12060.141040617273
llama2_70b_lora,4,train_000009,300.0,0.2,1.1724541848067154,0.26101383343469897,10234.901569147489,11999.953175831792
llama2_70b_lora,8,train_000010,0.2,0.2,1.2386760123897176,0.2965239081731079,19569.32851021271,24240.05780417469
llama2_70b_lora,8,train_000010,1.0,0.2,1.2368748227511401,0.296964921344674,19564.97599442465,24199.4262152343
llama2_70b_lora,8,train_000010,10.0,0.2,1.2427336136081375,0.30456111169297273,19472.738123638566,24199.4262152343
llama2_70b_lora,8,train_000010,60.0,0.2,1.2532845176960805,0.32655770907306453,19242.235645523277,24115.99602039397
llama2_70b_lora,8,train_000010,300.0,0.2,1.344336360855629,0.36713862519713725,17893.002901215677,24054.214404999493
llama2_70b_lora,8,train_000011,0.2,0.2,1.2267826237000783,0.2841730468598938,19767.875671494607,24250.8863812531
llama2_70b_lora,8,train_000011,1.0,0.2,1.2250451353628982,0.2844546060023937,19768.023956625253,24216.721583800998
llama2_70b_lora,8,train_000011,10.0,0.2,1.2265448269659363,0.28889122405674417,19665.051403425925,24120.067070891295
llama2_70b_lora,8,train_000011,60.0,0.2,1.2300727604872843,0.2962763208098911,19599.40333052166,24108.692158678456
llama2_70b_lora,8,train_000011,300.0,0.2,1.298340161072369,0.32447780651694474,18561.217632788666,24098.774291054135
llama2_70b_lora,8,train_000012,0.2,0.2,1.22709884884273,0.29098647814375334,19722.51632997503,24201.477084794304
llama2_70b_lora,8,train_000012,1.0,0.2,1.2254382235584378,0.2912395303715184,19719.531996803365,24165.06825956649
llama2_70b_lora,8,train_000012,10.0,0.2,1.2399970080187253,0.29668382237562996,19486.14212114541,24162.757928047966
llama2_70b_lora,8,train_000012,60.0,0.2,1.2500839151360221,0.30886166360112627,19273.89011915623,24093.98002005631
llama2_70b_lora,8,train_000012,300.0,0.2,1.2065168737956582,0.3505928803270043,19964.454817300386,24087.45161320393
llama2_70b_lora,8,train_000013,0.2,0.2,1.2235236674182721,0.2868722220656691,19784.44160555844,24206.73255105551
llama2_70b_lora,8,train_000013,1.0,0.2,1.2238925015802404,0.28754367998151364,19778.479335236352,24206.73255105551
llama2_70b_lora,8,train_000013,10.0,0.2,1.2235040815835996,0.2922849475804755,19742.19698967226,24154.65859629146
llama2_70b_lora,8,train_000013,60.0,0.2,1.220647190509831,0.30855626942392805,19703.61906240256,24051.167251397634
llama2_70b_lora,8,train_000013,300.0,0.2,1.2431920267862617,0.3461834514570439,19298.275895549392,23991.462724068508
llama2_70b_lora,8,train_000014,0.2,0.2,1.2149538767745518,0.27624926385795207,19919.34142708984,24201.081089638734
llama2_70b_lora,8,train_000014,1.0,0.2,1.2126692672748824,0.27630691987459316,19918.276422961586,24154.281675211394
llama2_70b_lora,8,train_000014,10.0,0.2,1.2183775413236535,0.28107441923185056,19824.956432609568,24154.281675211394
llama2_70b_lora,8,train_000014,60.0,0.2,1.2228374009588767,0.2933238354695915,19701.340821415277,24091.536405464478
llama2_70b_lora,8,train_000014,300.0,0.2,1.1915813271929567,0.32882817413163723,20209.79781280313,24081.617700081264
llama2_70b_lora,8,train_000015,0.2,0.2,1.2248818176626988,0.28874985523526137,19792.07027092555,24242.94700875915
llama2_70b_lora,8,train_000015,1.0,0.2,1.2229424510111784,0.28893449116194053,19789.396265073512,24201.292772440458
llama2_70b_lora,8,train_000015,10.0,0.2,1.2409246218169623,0.2963608552157715,19473.381301417336,24164.998326958812
llama2_70b_lora,8,train_000015,60.0,0.2,1.2483031097649542,0.3070144756247624,19327.823452404915,24126.982120625067
llama2_70b_lora,8,train_000015,300.0,0.2,1.2217588107078408,0.3493740553985387,19747.74555269776,24126.982120625067
llama2_70b_lora,16,train_000016,0.2,0.2,1.266569779356542,0.33177414832613705,38238.90882102735,48432.24630828354
llama2_70b_lora,16,train_000016,1.0,0.2,1.2637449288550924,0.3321982464472456,38232.656290217354,48316.32550342193
llama2_70b_lora,16,train_000016,10.0,0.2,1.2615133109726844,0.33295691737383754,38223.71130000589,48219.720599734435
llama2_70b_lora,16,train_000016,60.0,0.2,1.2716050777993808,0.33774923837386894,37909.33372446137,48205.701260016394
llama2_70b_lora,16,train_000016,300.0,0.2,1.2967457378975011,0.38172797990162294,37103.58551736612,48113.916380359966
llama2_70b_lora,16,train_000017,0.2,0.2,1.2525518396296846,0.3126261252628208,38557.214050993425,48294.90939056734
llama2_70b_lora,16,train_000017,1.0,0.2,1.252464342111468,0.3128436934540935,38553.696083578856,48287.12960128507
llama2_70b_lora,16,train_000017,10.0,0.2,1.256530245983871,0.3179710968326067,38426.198694823084,48283.680898231156
llama2_70b_lora,16,train_000017,60.0,0.2,1.2543446595364713,0.3325544845242349,38474.280422670454,48260.0081776853
llama2_70b_lora,16,train_000017,300.0,0.2,1.2735419311377885,0.3859071539889745,37720.690926839714,48038.8815668191
llama2_70b_lora,16,train_000018,0.2,0.2,1.2606672643453958,0.31518463567278177,38426.4025575242,48442.90779082895
llama2_70b_lora,16,train_000018,1.0,0.2,1.2582976126872156,0.31567165092062616,38417.98025934372,48341.252844596784
llama2_70b_lora,16,train_000018,10.0,0.2,1.2567188023145002,0.31941766720018505,38339.57716881162,48182.0675008333
llama2_70b_lora,16,train_000018,60.0,0.2,1.2548841404133302,0.3326946013290082,38370.402838823604,48150.409983710364
llama2_70b_lora,16,train_000018,300.0,0.2,1.2991710173304123,0.38314837199315654,36919.295296549804,47964.47842954051
llama2_70b_lora,16,train_000019,0.2,0.2,1.266883638740089,0.3243457990721889,38151.749734326266,48333.82752772448
llama2_70b_lora,16,train_000019,1.0,0.2,1.263628108064364,0.32428031859949474,38153.178463570475,48211.4287185636
llama2_70b_lora,16,train_000019,10.0,0.2,1.2620071568124347,0.3297852776681612,38156.030551906326,48153.18363205969
llama2_70b_lora,16,train_000019,60.0,0.2,1.2732223816888744,0.33226151732487125,37817.01212010347,48149.46623991517
llama2_70b_lora,16,train_000019,300.0,0.2,1.2135575431842052,0.3802926411662964,39653.71732335805,48122.06777305535
llama2_70b_lora,16,train_000020,0.2,0.2,1.244800887592099,0.3083630046226344,38788.64059231773,48284.13423780803
llama2_70b_lora,16,train_000020,1.0,0.2,1.2443992947906009,0.3083985470335221,38787.753792359654,48267.45346572381
llama2_70b_lora,16,train_000020,10.0,0.2,1.2514361675232426,0.31246551046140186,38569.648790997846,48267.45346572381
llama2_70b_lora,16,train_000020,60.0,0.2,1.2541267861055663,0.3356507053664622,38486.90100592501,48267.45346572381
llama2_70b_lora,16,train_000020,300.0,0.2,1.36040389751703,0.3717933714884159,35354.9861331882,48097.06093224978
stable_diffusion,2,train_000021,0.2,0.2,1.1442741615459833,0.22581179068137686,5256.164080654433,6014.492746338965
stable_diffusion,2,train_000021,1.0,0.2,1.1410360366662349,0.22579137982164948,5256.204085927964,5997.518278116114
stable_diffusion,2,train_000021,10.0,0.2,1.1403920008334272,0.22927135571459342,5243.408275652462,5979.540854657862
stable_diffusion,2,train_000021,60.0,0.2,1.1373398959702796,0.231644459324796,5239.83840894461,5959.477270930138
stable_diffusion,2,train_000021,300.0,0.2,1.121598817369911,0.2168979740193766,5311.135345694311,5956.963122622272
stable_diffusion,2,train_000022,0.2,0.2,1.130011898828186,0.20318642370417825,5344.192465963723,6039.001076166953
stable_diffusion,2,train_000022,1.0,0.2,1.1277342935009733,0.20348810952574398,5344.325364389851,6026.978989049519
stable_diffusion,2,train_000022,10.0,0.2,1.121253822464089,0.2054441269770002,5334.764845421496,5981.6254748758965
stable_diffusion,2,train_000022,60.0,0.2,1.1304448465046808,0.2184934212552707,5288.4730521231495,5978.327107651495
stable_diffusion,2,train_000022,300.0,0.2,1.1701187909531352,0.2796006968169203,5101.389511224894,5969.231727055479
stable_diffusion,2,train_000023,0.2,0.2,1.1343465072878545,0.21330655326876577,5321.790483878073,6036.754447904834
stable_diffusion,2,train_000023,1.0,0.2,1.1303553264784116,0.213277100430523,5321.638657032979,6015.342601570649
stable_diffusion,2,train_000023,10.0,0.2,1.1278591704064442,0.21221406230286005,5321.363938437525,6001.749117036916
stable_diffusion,2,train_000023,60.0,0.2,1.1145052325697393,0.20508957383865098,5367.844310357284,5982.490571512896
stable_diffusion,2,train_000023,300.0,0.2,1.1622040389965842,0.28234008648831777,5138.987185643329,5972.551663506367
stable_diffusion,2,train_000024,0.2,0.2,1.1314106935409192,0.20710039241192507,5313.479655485304,6011.727702128192
stable_diffusion,2,train_000024,1.0,0.2,1.1305255887216794,0.20719725519649473,5313.380645583479,6006.9127824506395
stable_diffusion,2,train_000024,10.0,0.2,1.1284224531870526,0.20749405110389652,5309.15941650395,5990.974693132528
stable_diffusion,2,train_000024,60.0,0.2,1.1160483215891648,0.19081276801866387,5353.969661613601,5975.288854683167
stable_diffusion,2,train_000024,300.0,0.2,1.0979918674420592,0.19113340152528605,5442.015584872701,5975.288854683167
stable_diffusion,2,train_000025,0.2,0.2,1.1299700627269613,0.20506149464108522,5315.005630359537,6005.7972455315185
stable_diffusion,2,train_000025,1.0,0.2,1.1291025293414023,0.20512008468465387,5315.026378530677,6001.209727515261
stable_diffusion,2,train_000025,10.0,0.2,1.1198566241149046,0.20459002090637649,5319.4647250089665,5957.037809046861
stable_diffusion,2,train_000025,60.0,0.2,1.1264625342315489,0.21904833784122027,5284.073030057226,5952.310296502842
stable_diffusion,2,train_000025,300.0,0.2,1.1492406159451096,0.2619782437155884,5174.415497002129,5946.648452930647
stable_diffusion,2,train_000026,0.2,0.2,1.1309464023521993,0.20465913930003596,5330.662269627327,6028.693315989635
stable_diffusion,2,train_000026,1.0,0.2,1.128308061018595,0.20473052746312073,5330.542959614574,6014.494590939043
stable_diffusion,2,train_000026,10.0,0.2,1.126046787702207,0.20581196030581572,5330.717537671217,6002.637359442491
stable_diffusion,2,train_000026,60.0,0.2,1.137195279353801,0.23639915546487056,5250.436811635411,5970.771956737211
stable_diffusion,2,train_000026,300.0,0.2,1.1722218843101375,0.28034072174091607,5085.31940742803,5961.122698094197
stable_diffusion,4,train_000027,0.2,0.2,1.4248181426814512,0.41171789816376514,8374.240878833247,11931.770335346271
stable_diffusion,4,train_000027,1.0,0.2,1.4249286742320533,0.41206885265371024,8373.591289947719,11931.770335346271
stable_diffusion,4,train_000027,10.0,0.2,1.4648060079172947,0.4351439587647895,8115.579031551798,11887.748923144693
stable_diffusion,4,train_000027,60.0,0.2,1.567409682576083,0.46467486658673146,7573.036997020541,11870.0515156369
stable_diffusion,4,train_000027,300.0,0.2,1.6268817110587097,0.5138090736709621,7282.675016440822,11848.050791831762
stable_diffusion,4,train_000028,0.2,0.2,1.2077775404649014,0.2585330781335982,9879.98097049259,11932.81911638157
stable_diffusion,4,train_000028,1.0,0.2,1.2074287455295398,0.25870542572714433,9880.031863323911,11929.434478525072
stable_diffusion,4,train_000028,10.0,0.2,1.2118874013007286,0.26464751696622313,9829.883437798106,11912.711894522217
stable_diffusion,4,train_000028,60.0,0.2,1.1957515655548523,0.26125833185940855,9952.74317366136,11901.00823147094
stable_diffusion,4,train_000028,300.0,0.2,1.348740371325435,0.3726381013679501,8813.254741918174,11886.792473200367
stable_diffusion,4,train_000029,0.2,0.2,1.205021647207029,0.2544787903908531,9931.456903905028,11967.620557509257
stable_diffusion,4,train_000029,1.0,0.2,1.2022033889817862,0.25472222264949296,9930.412086982771,11938.37506495638
stable_diffusion,4,train_000029,10.0,0.2,1.1993350898227666,0.2533112957188254,9943.129235304783,11925.143794543637
stable_diffusion,4,train_000029,60.0,0.2,1.191918721245674,0.25141893680774374,9987.792990025442,11904.637448737632
stable_diffusion,4,train_000029,300.0,0.2,1.2179000780839813,0.29513274554712404,9774.724267582105,11904.637448737632
stable_diffusion,4,train_000030,0.2,0.2,1.2136446648970183,0.26697763659820484,9844.962226092563,11948.285881809912
stable_diffusion,4,train_000030,1.0,0.2,1.213648137106866,0.26698595708840356,9844.934059959607,11948.285881809912
stable_diffusion,4,train_000030,10.0,0.2,1.218356419286006,0.2741002137891359,9793.421927238984,11931.878471827944
stable_diffusion,4,train_000030,60.0,0.2,1.2277954677369085,0.2809461434723076,9718.132038572325,11931.878471827944
stable_diffusion,4,train_000030,300.0,0.2,1.2562185632568648,0.3368933460495492,9474.51338030001,11902.059586158419
stable_diffusion,4,train_000031,0.2,0.2,1.2050112499605334,0.2510990782177631,9906.39558785809,11937.31812992839
stable_diffusion,4,train_000031,1.0,0.2,1.2015908966406108,0.2511244152432587,9906.693574351644,11903.79281474897
stable_diffusion,4,train_000031,10.0,0.2,1.2001864579446857,0.25256052819428493,9910.476393113526,11894.419558795347
stable_diffusion,4,train_000031,60.0,0.2,1.2155928090017676,0.272619234981974,9774.307095920009,11881.577418775312
stable_diffusion,4,train_000031,300.0,0.2,1.2255436980788725,0.2979191345131211,9678.254538819769,11861.123858453811
stable_diffusion,8,train_000032,0.2,0.2,1.4764676939239574,0.4204561264591191,16126.01467095919,23809.53969341502
stable_diffusion,8,train_000032,1.0,0.2,1.4752962161304453,0.41999211622394933,16126.329319334754,23791.11262488802
stable_diffusion,8,train_000032,10.0,0.2,1.4265677560032113,0.3995849032826073,16677.169748700297,23791.11262488802
stable_diffusion,8,train_000032,60.0,0.2,1.5271428877886863,0.4554804106015842,15566.022179683277,23771.540062864264
stable_diffusion,8,train_000032,300.0,0.2,1.4108519793196583,0.4058362634985719,16785.287382608705,23681.55592720278
stable_diffusion,8,train_000033,0.2,0.2,1.47567185729102,0.421738206898169,16104.064220089538,23764.31435759339
stable_diffusion,8,train_000033,1.0,0.2,1.4750872546785365,0.4210813050581002,16103.629508504877,23754.25864206073
stable_diffusion,8,train_000033,10.0,0.2,1.462145279156399,0.40125529561899337,16235.038896894328,23737.98548001455
stable_diffusion,8,train_000033,60.0,0.2,1.293017055819391,0.33763368258910514,18346.157716080048,23721.894835644027
stable_diffusion,8,train_000033,300.0,0.2,1.2218955403319882,0.2705343377689145,19408.239874092404,23714.84174784698
stable_diffusion,8,train_000034,0.2,0.2,1.2607956628594044,0.25957005033262526,19005.014420059957,23961.43975339203
stable_diffusion,8,train_000034,1.0,0.2,1.2598398511580007,0.26002201552309745,19001.775799558476,23939.19439505345
stable_diffusion,8,train_000034,10.0,0.2,1.2582201322610456,0.26430167931842513,18914.172264781333,23798.19232860137
stable_diffusion,8,train_000034,60.0,0.2,1.294636306241836,0.27704981166306586,18367.13636055873,23778.761574073873
stable_diffusion,8,train_000034,300.0,0.2,1.305980512434022,0.3066464602991269,18199.86430428525,23768.668110340113
stable_diffusion,8,train_000035,0.2,0.2,1.2323822969405536,0.23751882719368717,19336.130575499596,23829.505012576657
stable_diffusion,8,train_000035,1.0,0.2,1.2321340161412806,0.2376147556499423,19331.942392554873,23819.54381995051
stable_diffusion,8,train_000035,10.0,0.2,1.2320442661350648,0.23983257033112948,19333.350655226586,23819.54381995051
stable_diffusion,8,train_000035,60.0,0.2,1.283467481078019,0.29900357380436077,18552.765309582977,23811.870958922114
stable_diffusion,8,train_000035,300.0,0.2,1.2524731585373203,0.299237082747059,19011.88124999853,23811.870958922114
stable_diffusion,8,train_000036,0.2,0.2,1.266346362606964,0.27747264240448705,18847.133551688592,23866.99901874852
stable_diffusion,8,train_000036,1.0,0.2,1.2663115971195962,0.2777157798598464,18844.941210826604,23863.567602306735
stable_diffusion,8,train_000036,10.0,0.2,1.2669941084612812,0.27787608031227207,18826.02530712776,23852.463149873853
stable_diffusion,8,train_000036,60.0,0.2,1.3105376108130686,0.32811725178434015,18188.43552377518,23836.62883575587
stable_diffusion,8,train_000036,300.0,0.2,1.4234553946877824,0.45845718872436,16728.18721947415,23811.828340907694
stable_diffusion,16,train_000037,0.2,0.2,1.3311060318895216,0.2934263170127257,35754.82387275061,47593.461726165806
stable_diffusion,16,train_000037,1.0,0.2,1.3310088497951273,0.2937775560523762,35751.67889928274,47585.80100997905
stable_diffusion,16,train_000037,10.0,0.2,1.3383285113295604,0.298463745461607,35544.50188791781,47570.22029760779
stable_diffusion,16,train_000037,60.0,0.2,1.3080238176444758,0.2861916027707644,36332.33216267799,47523.555819353234
stable_diffusion,16,train_000037,300.0,0.2,1.384726475857125,0.4573028840513185,34169.151166597694,47314.9282779522
stable_diffusion,16,train_000038,0.2,0.2,1.5714552379053044,0.45784496777787675,30255.13913092292,47544.59686084256
stable_diffusion,16,train_000038,1.0,0.2,1.5716402815739425,0.4571818391441343,30251.5769150612,47544.59686084256
stable_diffusion,16,train_000038,10.0,0.2,1.590040881769384,0.46998077391452764,29878.57576002143,47508.15694747782
stable_diffusion,16,train_000038,60.0,0.2,1.5293399917382973,0.4778436825828142,31041.5228167829,47473.04224816293
stable_diffusion,16,train_000038,300.0,0.2,1.4997953632616072,0.49075841834343015,31641.89795858354,47456.37184308051
stable_diffusion,16,train_000039,0.2,0.2,1.3938166780264798,0.3507642510179873,34174.055282765046,47632.36820891685
stable_diffusion,16,train_000039,1.0,0.2,1.3937906327760645,0.35093691648276276,34173.81938322346,47631.149342517965
stable_diffusion,16,train_000039,10.0,0.2,1.3790209661542385,0.3488881630849057,34504.725506632705,47582.73990504343
stable_diffusion,16,train_000039,60.0,0.2,1.3559604068118916,0.33941869290844556,35021.99226975927,47488.4348854657
stable_diffusion,16,train_000039,300.0,0.2,1.1986589855693606,0.43787784678060215,32429.136314482148,38871.475637607684
stable_diffusion,16,train_000040,0.2,0.2,1.4809539638038554,0.39604082497725307,32131.21781877801,47584.85439056436
stable_diffusion,16,train_000040,1.0,0.2,1.4802133612513315,0.39580704472313893,32127.836048409583,47556.05218694804
stable_diffusion,16,train_000040,10.0,0.2,1.5135082038579104,0.41594017748667583,31398.360124646726,47521.6756363379
stable_diffusion,16,train_000040,60.0,0.2,1.3148055104080498,0.30963283575798956,36137.295397580434,47513.515119982214
stable_diffusion,16,train_000040,300.0,0.2,1.36963446698827,0.4042465863371038,34616.98827903397,47412.62029029388
stable_diffusion,1,sd_n1_10742933,0.2,0.2,1.1242893077717742,0.19938328605766673,2708.48893941212,3045.125154799159
stable_diffusion,1,sd_n1_10742933,1.0,0.2,1.1170345634233572,0.1991702791563919,2708.482887345862,3025.4689996060188
stable_diffusion,1,sd_n1_10742933,10.0,0.2,1.1121240576813642,0.1995128683019651,2708.2810799657163,3011.9445439931396
stable_diffusion,1,sd_n1_10742933,60.0,0.2,1.1005831318774415,0.19152851240768462,2720.5339272815286,2994.1737500663403
stable_diffusion,1,sd_n1_10742933,300.0,0.2,1.121085404345065,0.2273336176694838,2670.362383519867,2993.704292476222
stable_diffusion,1,sd_n1_10742935,0.2,0.2,1.1257838067090375,0.2012747714724931,2692.8359044615477,3031.5510553674953
stable_diffusion,1,sd_n1_10742935,1.0,0.2,1.118397554432517,0.20147440063264865,2692.819100532124,3011.642296564298
stable_diffusion,1,sd_n1_10742935,10.0,0.2,1.112110216337496,0.2015289466363311,2693.4363814061585,2995.3981168168852
stable_diffusion,1,sd_n1_10742935,60.0,0.2,1.1079165671197566,0.20096512244799708,2692.6821972703556,2983.2672163442558
stable_diffusion,1,sd_n1_10742935,300.0,0.2,1.1146868396312812,0.21991733132193367,2667.981009922394,2973.9633201466677
stable_diffusion,1,sd_n1_10742937,0.2,0.2,1.1251514963815368,0.1981242617294278,2710.0660845312495,3049.234910303188
stable_diffusion,1,sd_n1_10742937,1.0,0.2,1.1251557045795566,0.19786740491237326,2710.0559486054535,3049.234910303188
stable_diffusion,1,sd_n1_10742937,10.0,0.2,1.1059806426487426,0.19837913922014155,2709.1938190918936,2996.315921099254
stable_diffusion,1,sd_n1_10742937,60.0,0.2,1.1010128648893207,0.19176342436997496,2718.056102455877,2992.614736294846
stable_diffusion,1,sd_n1_10742937,300.0,0.2,1.1192230690194898,0.2200208898782068,2671.146344868456,2989.6086099038653
stable_diffusion,1,sd_n1_10742938,0.2,0.2,1.123942549924266,0.1944874625340388,2716.6571248515343,3053.366536175558
stable_diffusion,1,sd_n1_10742938,1.0,0.2,1.1235612721515014,0.19444250338515123,2716.6401830772147,3052.311700076123
stable_diffusion,1,sd_n1_10742938,10.0,0.2,1.112415353755774,0.19419794466321297,2715.6631459236414,3020.9453791541655
stable_diffusion,1,sd_n1_10742938,60.0,0.2,1.1139757331593125,0.2010556605895248,2709.56374479481,3018.3882591496913
stable_diffusion,1,sd_n1_10742938,300.0,0.2,1.0942650376715022,0.1975198899259576,2739.7571425239657,2998.0204527747546
stable_diffusion,1,sd_n1_10742939,0.2,0.2,1.1305819873375935,0.20110513928315646,2705.5764920672796,3058.8760472953
stable_diffusion,1,sd_n1_10742939,1.0,0.2,1.1230456579612584,0.20107995629020675,2705.5022652884763,3038.4025716365722
stable_diffusion,1,sd_n1_10742939,10.0,0.2,1.1236620814447509,0.20657218406826053,2695.4215750958488,3028.7430174432902
stable_diffusion,1,sd_n1_10742939,60.0,0.2,1.1173094516117656,0.21337033076985307,2681.0943714498894,2995.6120818840673
stable_diffusion,1,sd_n1_10742939,300.0,0.2,1.12699341433657,0.22599874562818412,2657.9059256447485,2995.442474127777
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000000,0.1,0.1,1.082085829509751,0.07114198662515976,2822.1042929558016,3053.759064806108
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000000,1.0,0.1,1.0835104784144052,0.10889607578927023,2803.9492895725057,3038.108436194437
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000000,10.0,0.1,1.159740105467148,0.3352785664150424,2503.590316946304,2903.514098221837
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000200,0.1,0.1,1.0562746762707398,0.0916447693052193,2718.396221284399,2871.373088612781
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000200,1.0,0.1,1.0651271775335536,0.1282672057936018,2692.3347194965118,2867.678880752911
llama3_70b_offline_inference,1,inference_offline_llama3_70b_000200,10.0,0.1,1.2405938857741647,0.4439942655742863,2266.4132692255453,2811.698444438647
