profile_id,dataset,request_rate,num_prompts,duration_s,mean_compute_W,max_compute_W,energy_compute_Wh,peak_to_mean
online_rate_000155,mgoin/mlperf-inference-llama2-data,56.0,16800.0,179.952,2769.76547127816,2934.063867068971,138.4513433576243,1.0593185226310848
online_rate_000156,mgoin/mlperf-inference-llama2-data,57.0,17100.0,179.89,2793.7255256600624,2946.61480554544,139.60091244749682,1.0547259487308636
online_rate_000157,mgoin/mlperf-inference-llama2-data,58.0,17400.0,179.891,2790.459601532681,2941.659095561528,139.43849116092096,1.054184441138585
online_rate_000158,mgoin/mlperf-inference-llama2-data,59.0,17700.0,179.891,2777.2610205060523,2942.7100230900755,138.77896173329285,1.0595727233999332
online_rate_000159,mgoin/mlperf-inference-llama2-data,60.0,18000.0,179.884,2799.0276132230733,2923.649527577376,139.86118977139424,1.0445232886469458
online_rate_000160,mgoin/mlperf-inference-llama2-data,61.0,18300.0,179.891,2791.208315058062,2926.5632214697557,139.4759041678083,1.0484933015144295
online_rate_000161,mgoin/mlperf-inference-llama2-data,62.0,18600.0,179.856,2772.838133670082,2912.5716481736345,138.5309931581573,1.050393678883305
online_rate_000162,mgoin/mlperf-inference-llama2-data,63.0,18900.0,179.861,2776.143200731092,2918.3102972944257,138.6999700629708,1.0512102893416646
online_rate_000163,mgoin/mlperf-inference-llama2-data,64.0,19200.0,179.955,2784.7815767134484,2942.0414165298707,139.20426906596353,1.0564711577853865
online_rate_000164,mgoin/mlperf-inference-llama2-data,65.0,19500.0,179.857,2776.533066732135,2936.456281151272,138.71636327312265,1.0575981666976364
online_rate_000165,mgoin/mlperf-inference-llama2-data,66.0,19800.0,179.889,2780.69898007104,2915.2065902820013,138.9492107849998,1.0483718702293785
online_rate_000166,mgoin/mlperf-inference-llama2-data,67.0,20100.0,179.99,2778.77512397412,2936.4049629153856,138.93103737891718,1.0567263747185947
online_rate_000167,mgoin/mlperf-inference-llama2-data,68.0,20400.0,179.993,2780.1914804758608,2943.169375308304,139.00416809591434,1.0586211043293132
online_rate_000168,mgoin/mlperf-inference-llama2-data,69.0,20700.0,179.895,2778.6049739942378,2920.2724485290832,138.84920605463708,1.0509851079447248
online_rate_000169,mgoin/mlperf-inference-llama2-data,70.0,21000.0,179.89,2786.454813960495,2946.4965043873235,139.23759902315373,1.0574355950884253
online_rate_000170,mgoin/mlperf-inference-llama2-data,71.0,21300.0,179.856,2782.4741264271465,2928.3367330307456,139.01240735630023,1.0524219094144442
online_rate_000171,mgoin/mlperf-inference-llama2-data,72.0,21600.0,179.852,2741.7065550155244,2913.857704287759,136.9726131479589,1.0627897792188268
online_rate_000172,mgoin/mlperf-inference-llama2-data,73.0,21900.0,179.855,2746.538416087919,2896.752853464093,137.21629634041463,1.0546922761015425
online_rate_000173,mgoin/mlperf-inference-llama2-data,74.0,22200.0,179.848,2750.935849384609,2932.262702850372,137.43064184447866,1.0659146062989169
online_rate_000174,mgoin/mlperf-inference-llama2-data,75.0,22500.0,179.879,2755.899571902057,2911.210818809023,137.70234974838058,1.0563559167723133
online_rate_000175,mgoin/mlperf-inference-llama2-data,76.0,22800.0,179.882,2754.176571188471,2900.88576202901,137.61855277181238,1.053267895884116
online_rate_000176,mgoin/mlperf-inference-llama2-data,77.0,23100.0,179.882,2752.5324654225,2921.42073795874,137.53640137364727,1.0613574134575436
online_rate_000177,mgoin/mlperf-inference-llama2-data,78.0,23400.0,179.883,2751.2405445125164,2906.3871350404684,137.47261190792918,1.0563915034028557
online_rate_000178,mgoin/mlperf-inference-llama2-data,79.0,23700.0,179.887,2761.5393327291044,2928.167666231695,137.99028498517788,1.0603389318152203
online_rate_000179,mgoin/mlperf-inference-llama2-data,80.0,24000.0,179.945,2772.375539024036,2915.56607153955,138.57642121380002,1.0516490390641384
online_rate_000180,mgoin/mlperf-inference-llama2-data,81.0,24300.0,179.854,2769.528163814678,2945.98499484559,138.36408843742365,1.0637136799460687
online_rate_000181,mgoin/mlperf-inference-llama2-data,82.0,24600.0,179.947,2772.6197121947057,2919.363023695788,138.59016648619465,1.0529258703801558
online_rate_000182,mgoin/mlperf-inference-llama2-data,83.0,24900.0,179.848,2753.5451694132103,2943.578051729992,137.56099767461865,1.0690138968583829
online_rate_000183,mgoin/mlperf-inference-llama2-data,84.0,25200.0,179.893,2771.7585784896496,2943.303878577355,138.50554610006625,1.0618904191075622
online_rate_000184,mgoin/mlperf-inference-llama2-data,85.0,25500.0,179.893,2773.1410979811767,2963.131863480634,138.57463098309105,1.0685110345224658
online_rate_000185,mgoin/mlperf-inference-llama2-data,86.0,25800.0,179.886,2775.5014812619274,2947.389946113947,138.68718318285642,1.0619305974118478
online_rate_000186,mgoin/mlperf-inference-llama2-data,87.0,26100.0,179.884,2776.4138211706686,2924.11235218421,138.73122883540682,1.053197592479663
online_rate_000187,mgoin/mlperf-inference-llama2-data,88.0,26400.0,179.889,2765.8447610989856,2920.1198543780147,138.20695784148208,1.055778652312261
online_rate_000188,mgoin/mlperf-inference-llama2-data,89.0,26700.0,179.948,2761.593850192585,2946.8987514110145,138.039802820682,1.0671007075155194
online_rate_000189,mgoin/mlperf-inference-llama2-data,90.0,27000.0,179.856,2724.422937091683,2922.66662340271,136.11216993710048,1.0727653858775141
online_rate_000190,mgoin/mlperf-inference-llama2-data,91.0,27300.0,179.956,2743.2432760189267,2914.8308175550405,137.12863527201722,1.062549152324954
online_rate_000191,mgoin/mlperf-inference-llama2-data,92.0,27600.0,179.954,2748.9859312454705,2963.687229947513,137.41417063092985,1.0781019998180816
online_rate_000192,mgoin/mlperf-inference-llama2-data,93.0,27900.0,179.879,2756.0007080332166,2933.6280034111824,137.7074031556408,1.0644511065836144
online_rate_000193,mgoin/mlperf-inference-llama2-data,94.0,28200.0,179.899,2750.801832346864,2915.3518296114844,137.46291634371346,1.0598189209159548
online_rate_000194,mgoin/mlperf-inference-llama2-data,95.0,28500.0,179.895,2722.2660134454527,2951.9792617529706,136.03390124688048,1.0843831011271305
