SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry Quadridaily (meter)
421,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-04-2006 15:00,-5.043
422,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,26-04-2006 21:00,-3.015
423,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-04-2006 03:00,-3.012
424,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-04-2006 09:00,-3.039
425,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-04-2006 15:00,-3.079
426,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,27-04-2006 21:00,-3.06
427,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-04-2006 03:00,-3.055
428,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-04-2006 09:00,-3.084
429,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-04-2006 15:00,-5.062
430,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,28-04-2006 21:00,-3.076
431,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-04-2006 03:00,-3.09
432,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-04-2006 09:00,-3.101
433,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-04-2006 15:00,-5.059
434,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,29-04-2006 21:00,-3.109
435,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-04-2006 03:00,-3.102
436,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-04-2006 09:00,-3.131
437,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-04-2006 15:00,-5.048
438,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,30-04-2006 21:00,-3.124
439,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-05-2006 03:00,-3.136
440,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-05-2006 09:00,-5.057
441,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-05-2006 15:00,-5.058
442,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,01-05-2006 21:00,-5.053
443,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-05-2006 03:00,-5.04
444,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-05-2006 09:00,-5.037
445,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-05-2006 15:00,-5.036
446,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,02-05-2006 21:00,-5.036
447,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-05-2006 03:00,-5.013
448,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-05-2006 09:00,-5.042
449,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-05-2006 15:00,-5.043
450,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,03-05-2006 21:00,-5.029
451,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-05-2006 03:00,-5.022
452,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-05-2006 09:00,-5.04
453,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-05-2006 15:00,-5.022
454,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,04-05-2006 21:00,-5.022
455,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-05-2006 03:00,-5.002
456,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-05-2006 09:00,-5.015
457,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-05-2006 15:00,-5.007
458,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-05-2006 21:00,-5.002
459,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-05-2006 03:00,-5
460,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-05-2006 09:00,-5.009
461,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-05-2006 15:00,-5.028
462,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,06-05-2006 21:00,-5.04
463,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-05-2006 03:00,-5.024
464,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-05-2006 09:00,-5.047
465,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-05-2006 15:00,-5.048
466,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,07-05-2006 21:00,-5.048
467,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-05-2006 03:00,-5.017
468,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-05-2006 09:00,-5.028
469,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-05-2006 15:00,-5.006
470,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,08-05-2006 21:00,-5.014
471,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-05-2006 03:00,-4.999
472,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-05-2006 09:00,-5.02
473,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-05-2006 15:00,-4.996
474,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,09-05-2006 21:00,-5.01
475,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-05-2006 03:00,-5.002
476,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-05-2006 09:00,-5.017
477,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-05-2006 15:00,-5.006
478,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,10-05-2006 21:00,-5.036
479,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,11-05-2006 03:00,-5.015
480,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,11-05-2006 09:00,-5.042
481,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-07-2013 21:00,4.537
482,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-05-2019 21:00,0.435
483,Yellutla,Andhra Pradesh GW,28,Andhra Pradesh,503,CHITTOOR,GURRAMKONDA,-,-,-,-,-,-,-,-,13.83520000,78.58050000,,05-12-2020 03:00,0.547
