fit_id,regime,held_out_spatial_fold,gap_threshold_days,model,target,feature,coefficient_standardized_scale,training_feature_mean,training_feature_scale,standardized_design_condition_number,n_training_transitions,n_training_wells,fit_split,training_target_month_min,training_target_month_max,validation_used,test_used,hyperparameter_search
T1_TEMPORAL_OOS_G120_FALL_B1C,T1_TEMPORAL_OOS,NONE,120,B1C,delta_h,P_pre30_mm,-0.2759676137858746,35.12357166722352,61.90160847652437,18.108479727331495,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1C,T1_TEMPORAL_OOS,NONE,120,B1C,delta_h,P_pre90_mm,0.5291576732020057,104.75868693618445,132.7682930699855,18.108479727331495,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1C,T1_TEMPORAL_OOS,NONE,120,B1C,delta_h,ET0_pre30_mm,-0.5145489074356481,111.6254761109255,38.46526015388207,18.108479727331495,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1C,T1_TEMPORAL_OOS,NONE,120,B1C,delta_h,ET0_pre90_mm,3.195948412318128,334.68342799866355,103.35821071413554,18.108479727331495,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,INTERCEPT,0.054614099565653,0.0,1.0,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,delta_days,5.587297035587919,34.67193497791142,22.16866494119285,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,season_sin,1.0773343718347648,-0.0066939386057679445,0.7104168649996497,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,season_cos,1.6072443920476382,-0.027639307052851933,0.7032063266322692,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,time_trend_years,-0.5838798982442308,2.723061579955481,1.3957206682287526,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,P_interval_mm,-0.8732451202242622,40.36109254928166,72.68318172858308,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,ET0_interval_mm,-6.5079303027264,129.44759438690275,100.85636701526288,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,P_pre30_mm,-0.4013536635219959,35.12357166722352,61.90160847652437,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,P_pre90_mm,0.12083733620587125,104.75868693618445,132.7682930699855,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,ET0_pre30_mm,-0.8938353901642998,111.6254761109255,38.46526015388207,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,ET0_pre90_mm,3.3400811012896976,334.68342799866355,103.35821071413554,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,log1p_interval_mean_discharge_cfs,-0.4374491559651703,5.714902255891155,0.7602683839658813,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T1_TEMPORAL_OOS_G120_FALL_B1CH,T1_TEMPORAL_OOS,NONE,120,B1CH,delta_h,log1p_antecedent_30d_mean_discharge_cfs,1.5638182330069017,5.723571318225667,0.7739582515873047,21.928493013587545,5986,181,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1,T2_SPATIOTEMPORAL_OOS,1,120,B1,delta_h,INTERCEPT,0.06117577431446049,0.0,1.0,1.207193803554557,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1,T2_SPATIOTEMPORAL_OOS,1,120,B1,delta_h,delta_days,-0.43225571167734333,34.93514938295961,22.45181161140177,1.207193803554557,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1,T2_SPATIOTEMPORAL_OOS,1,120,B1,delta_h,season_sin,0.2594045290882349,-0.017043812104087088,0.7113824807544566,1.207193803554557,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1,T2_SPATIOTEMPORAL_OOS,1,120,B1,delta_h,season_cos,4.082312739127484,-0.01665311724746341,0.7024009882044143,1.207193803554557,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1,T2_SPATIOTEMPORAL_OOS,1,120,B1,delta_h,time_trend_years,-0.5009522367209017,2.6954349574322896,1.4084322067404464,1.207193803554557,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,INTERCEPT,0.06117577431446049,0.0,1.0,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,delta_days,5.300142420742543,34.93514938295961,22.45181161140177,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,season_sin,1.4363891707670489,-0.017043812104087088,0.7113824807544566,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,season_cos,2.010729559140399,-0.01665311724746341,0.7024009882044143,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,time_trend_years,-0.3952448477646306,2.6954349574322896,1.4084322067404464,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,P_interval_mm,-0.1999412418296433,41.504182284474254,74.04704634399532,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,ET0_interval_mm,-6.554647753007104,130.98331031761688,102.5964853303515,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,P_pre30_mm,-0.3351935160222144,35.83900177549813,62.6252065248202,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,P_pre90_mm,0.6861089467160234,105.82177944367727,135.1004782151317,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,ET0_pre30_mm,-0.5347027860215432,111.8295324521602,38.83091884355485,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1C,T2_SPATIOTEMPORAL_OOS,1,120,B1C,delta_h,ET0_pre90_mm,3.3323992912469547,336.23097257841783,104.56293915948797,18.386147310818107,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,INTERCEPT,0.06117577431446048,0.0,1.0,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,delta_days,5.355397297721626,34.93514938295961,22.45181161140177,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,season_sin,1.1440184972525662,-0.017043812104087088,0.7113824807544566,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,season_cos,1.7280186140737188,-0.01665311724746341,0.7024009882044143,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,time_trend_years,-0.5724203538034012,2.6954349574322896,1.4084322067404464,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,P_interval_mm,-0.8328437757796324,41.504182284474254,74.04704634399532,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,ET0_interval_mm,-6.306470010063801,130.98331031761688,102.5964853303515,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,P_pre30_mm,-0.4580012854103142,35.83900177549813,62.6252065248202,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,P_pre90_mm,0.3264199445164807,105.82177944367727,135.1004782151317,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,ET0_pre30_mm,-1.1041949840222725,111.8295324521602,38.83091884355485,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,ET0_pre90_mm,3.5709818351480656,336.23097257841783,104.56293915948797,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,log1p_interval_mean_discharge_cfs,-1.1348535359791116,5.708967823989992,0.7679924817018972,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F1_B1CH,T2_SPATIOTEMPORAL_OOS,1,120,B1CH,delta_h,log1p_antecedent_30d_mean_discharge_cfs,2.133891724605038,5.714341080997835,0.7767632846177345,22.117911254276343,5069,151,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1,T2_SPATIOTEMPORAL_OOS,2,120,B1,delta_h,INTERCEPT,0.10127142195460813,0.0,1.0,1.2263201321806423,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1,T2_SPATIOTEMPORAL_OOS,2,120,B1,delta_h,delta_days,-0.08823327446202667,36.94486162575266,22.3458498686083,1.2263201321806423,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1,T2_SPATIOTEMPORAL_OOS,2,120,B1,delta_h,season_sin,0.8216272616241872,0.028569704820322953,0.7100232599163727,1.2263201321806423,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1,T2_SPATIOTEMPORAL_OOS,2,120,B1,delta_h,season_cos,3.8944465141244082,-0.027137405774209696,0.7030748918515386,1.2263201321806423,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1,T2_SPATIOTEMPORAL_OOS,2,120,B1,delta_h,time_trend_years,-0.44640133267349563,2.603610380890757,1.401645867982622,1.2263201321806423,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,INTERCEPT,0.10127142195460812,0.0,1.0,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,delta_days,5.219270786240225,36.94486162575266,22.3458498686083,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,season_sin,2.3978757925861,0.028569704820322953,0.7100232599163727,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,season_cos,1.726710940459191,-0.027137405774209696,0.7030748918515386,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,time_trend_years,-0.3930291575085283,2.603610380890757,1.401645867982622,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,P_interval_mm,-0.04083195115807281,43.40215377489579,76.2100259001419,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,ET0_interval_mm,-6.151288313886284,140.669847151459,103.77529981554468,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,P_pre30_mm,-0.2631516014227371,37.07748957850857,64.51002031953936,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,P_pre90_mm,0.2899652595049716,111.09379342288096,137.10671188232507,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,ET0_pre30_mm,-0.2525720331987062,113.3772579898101,39.19165053534637,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1C,T2_SPATIOTEMPORAL_OOS,2,120,B1C,delta_h,ET0_pre90_mm,3.4528406898422093,338.58501621120894,105.82534850600332,19.68601694535881,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,INTERCEPT,0.10127142195460813,0.0,1.0,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,delta_days,5.555755374937725,36.94486162575266,22.3458498686083,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,season_sin,1.9766413776522258,0.028569704820322953,0.7100232599163727,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,season_cos,1.3891225996619785,-0.027137405774209696,0.7030748918515386,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,time_trend_years,-0.6291052170020603,2.603610380890757,1.401645867982622,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,P_interval_mm,-0.8182304987381263,43.40215377489579,76.2100259001419,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,ET0_interval_mm,-6.19433784032011,140.669847151459,103.77529981554468,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,P_pre30_mm,-0.38289850386826163,37.07748957850857,64.51002031953936,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,P_pre90_mm,-0.17759574840470638,111.09379342288096,137.10671188232507,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,ET0_pre30_mm,-0.6227239277016048,113.3772579898101,39.19165053534637,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,ET0_pre90_mm,3.4890709141957914,338.58501621120894,105.82534850600332,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,log1p_interval_mean_discharge_cfs,-0.67451998652533,5.727272581644578,0.762450155264272,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F2_B1CH,T2_SPATIOTEMPORAL_OOS,2,120,B1CH,delta_h,log1p_antecedent_30d_mean_discharge_cfs,1.892935027387582,5.732482086823616,0.7844424747442283,23.607991526530782,4318,137,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1,T2_SPATIOTEMPORAL_OOS,3,120,B1,delta_h,INTERCEPT,-0.01568302528149532,0.0,1.0,1.2299101586292305,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1,T2_SPATIOTEMPORAL_OOS,3,120,B1,delta_h,delta_days,-0.5870500918715826,33.134308388216134,22.868013815533057,1.2299101586292305,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1,T2_SPATIOTEMPORAL_OOS,3,120,B1,delta_h,season_sin,0.017756619531682772,-0.013388443596013027,0.7098387349467109,1.2299101586292305,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1,T2_SPATIOTEMPORAL_OOS,3,120,B1,delta_h,season_cos,4.61489675722912,-0.03245275196817368,0.7034888334842435,1.2299101586292305,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1,T2_SPATIOTEMPORAL_OOS,3,120,B1,delta_h,time_trend_years,-0.3173687311096046,2.78192306397255,1.385827441569133,1.2299101586292305,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,INTERCEPT,-0.01568302528149532,0.0,1.0,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,delta_days,5.857280859621117,33.134308388216134,22.868013815533057,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,season_sin,2.212509752058572,-0.013388443596013027,0.7098387349467109,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,season_cos,2.8044486235835775,-0.03245275196817368,0.7034888334842435,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,time_trend_years,-0.24269618676675284,2.78192306397255,1.385827441569133,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,P_interval_mm,-0.13821624054547735,38.20849798172934,70.90529616343163,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,ET0_interval_mm,-7.152617150996855,123.33097514340345,102.66622816141371,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,P_pre30_mm,-0.3303410671128025,34.03951561504143,60.44111903157271,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
T2_SPATIOTEMPORAL_OOS_G120_F3_B1C,T2_SPATIOTEMPORAL_OOS,3,120,B1C,delta_h,P_pre90_mm,0.4237842229890259,102.71988527724666,130.15384291411002,17.455619182006117,4707,143,TRAIN,1991-10-01,1996-09-01,False,False,NONE
