regime,site_code,RMSE_improvement_ft
T2_SPATIOTEMPORAL_OOS,337591N1180435W002,1.7946827389273388
T2_SPATIOTEMPORAL_OOS,337591N1180435W003,2.78004730916666
T2_SPATIOTEMPORAL_OOS,337593N1180743W001,0.20498008975578408
T2_SPATIOTEMPORAL_OOS,337595N1180740W001,0.25506416785762376
T2_SPATIOTEMPORAL_OOS,337646N1178432W001,-1.554861840059179
T2_SPATIOTEMPORAL_OOS,337646N1178432W002,0.783371084361594
T2_SPATIOTEMPORAL_OOS,337646N1178432W003,-0.12660201644213132
T2_SPATIOTEMPORAL_OOS,337754N1178448W001,-0.2649198323344226
T2_SPATIOTEMPORAL_OOS,337779N1179480W001,-3.9533261750686566
T2_SPATIOTEMPORAL_OOS,337779N1179480W002,5.3723831072732455
T2_SPATIOTEMPORAL_OOS,337779N1179480W003,3.130025652147488
T2_SPATIOTEMPORAL_OOS,337800N1180851W001,0.45162295095452176
T2_SPATIOTEMPORAL_OOS,337806N1178326W001,0.1794859538370872
T2_SPATIOTEMPORAL_OOS,337856N1178834W001,-2.4643288049067538
T2_SPATIOTEMPORAL_OOS,337856N1178834W002,2.2377355286572023
T2_SPATIOTEMPORAL_OOS,337856N1178834W003,4.359799159242563
T2_SPATIOTEMPORAL_OOS,337910N1178268W001,0.7137742107193956
T2_SPATIOTEMPORAL_OOS,337959N1180672W001,-2.192679555590505
T2_SPATIOTEMPORAL_OOS,337959N1180672W002,3.1363879097225063
T2_SPATIOTEMPORAL_OOS,337959N1180672W003,3.043153847889262
T2_SPATIOTEMPORAL_OOS,337995N1178787W001,-1.6433002030936033
T2_SPATIOTEMPORAL_OOS,337995N1178787W002,2.7252159543693644
T2_SPATIOTEMPORAL_OOS,337995N1178787W003,3.2148511473460832
T2_SPATIOTEMPORAL_OOS,338045N1179568W001,-0.5266113436608384
T2_SPATIOTEMPORAL_OOS,338047N1178086W001,2.9959818597059646
T2_SPATIOTEMPORAL_OOS,338047N1178086W002,2.323345076163978
T2_SPATIOTEMPORAL_OOS,338161N1180207W001,-1.9249766574851321
T2_SPATIOTEMPORAL_OOS,338170N1179764W001,-0.4626145167106097
T2_SPATIOTEMPORAL_OOS,338205N1180164W001,-1.4419017524747795
T2_SPATIOTEMPORAL_OOS,338205N1180164W002,2.0971781503338427
T2_SPATIOTEMPORAL_OOS,338205N1180164W003,2.720888511571566
T2_SPATIOTEMPORAL_OOS,338229N1179374W001,-3.626815995371409
T2_SPATIOTEMPORAL_OOS,338229N1179374W002,1.4448335296106602
T2_SPATIOTEMPORAL_OOS,338229N1179374W003,2.826122800790815
T2_SPATIOTEMPORAL_OOS,338250N1179465W001,0.5348422428272674
T2_SPATIOTEMPORAL_OOS,338285N1179436W001,-0.06161026859753704
T2_SPATIOTEMPORAL_OOS,338285N1179891W001,-1.5596759915885285
T2_SPATIOTEMPORAL_OOS,338320N1180539W001,0.48743073837639894
T2_SPATIOTEMPORAL_OOS,338327N1178668W001,-1.2859420842612828
T2_SPATIOTEMPORAL_OOS,338327N1178668W002,0.26100439336591474
T2_SPATIOTEMPORAL_OOS,338327N1178668W003,0.46850452932551434
T2_SPATIOTEMPORAL_OOS,338349N1180575W001,0.19971795962490635
T2_SPATIOTEMPORAL_OOS,338366N1179547W001,0.26498088845027423
T2_SPATIOTEMPORAL_OOS,338451N1179506W001,0.39515099720377833
T2_SPATIOTEMPORAL_OOS,338469N1179285W001,0.14632349435806535
T2_SPATIOTEMPORAL_OOS,338488N1179110W001,-3.44502498104743
T2_SPATIOTEMPORAL_OOS,338488N1179110W002,-0.20978564115496745
T2_SPATIOTEMPORAL_OOS,338490N1179163W001,-0.329711848000358
T2_SPATIOTEMPORAL_OOS,338490N1179166W001,-0.25881347009883404
T2_SPATIOTEMPORAL_OOS,338509N1178361W001,-3.4099914987339552
T2_SPATIOTEMPORAL_OOS,338509N1178361W002,-3.3470637564134824
T2_SPATIOTEMPORAL_OOS,338511N1180333W001,3.6426219860904587
T2_SPATIOTEMPORAL_OOS,338543N1178361W001,1.6264806922905675
T2_SPATIOTEMPORAL_OOS,338552N1178566W001,-1.8103751826484844
T2_SPATIOTEMPORAL_OOS,338552N1178566W002,-0.027170393904134116
T2_SPATIOTEMPORAL_OOS,338552N1178566W003,0.014754593288220264
T2_SPATIOTEMPORAL_OOS,338556N1180264W001,-2.0606759553119227
T2_SPATIOTEMPORAL_OOS,338556N1180264W002,3.2635611055578817
T2_SPATIOTEMPORAL_OOS,338556N1180264W003,2.9571847379044263
T2_SPATIOTEMPORAL_OOS,338628N1179046W001,0.4582850506295095
T2_SPATIOTEMPORAL_OOS,338629N1178426W001,-0.31451539631159786
T2_SPATIOTEMPORAL_OOS,338638N1178430W001,-0.3975307233177139
