plant_id,year,plant_name,reporting_frequency,monthly_generation_basis,campd_gross_generation_mwh,eia923_net_generation_mwh,annual_ratio,annual_difference_mwh,relative_difference,campd_heat_input_mmbtu,eia923_fuel_mmbtu,qc_status,notes
54761,2012,Hermiston Generating Plant,M,respondent_monthly,1851395.9999999998,2285944.0,0.8099043546123613,-434548.00000000023,-0.19009564538763865,16998782.961,17408838,annual_comparability_warning,"EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is outside the documented 0.85-1.15 envelope. Monthly allocation cannot explain an annual gap. Values were not rescaled; this is a comparability warning, not a correction. CAMPD heat input mmBtu=16998782.961; EIA-923 annual fuel mmBtu=17408838."
55103,2012,Klamath Cogeneration Plant,M,respondent_monthly,2268963.93,2224837.0,1.0198337810814906,44126.93000000017,0.019833781081490538,16525090.328999998,16030315,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16525090.328999998; EIA-923 annual fuel mmBtu=16030315.
55328,2012,Hermiston Power Partnership,M,respondent_monthly,2967914.4,2888903.0,1.0273499664059333,79011.3999999999,0.027349966405933294,20725570.678999994,20910537,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=20725570.678999994; EIA-923 annual fuel mmBtu=20910537.
55544,2012,Klamath Expansion Project,A,eia_allocated_from_annual,15946.699999999999,16612.0,0.9599506380929448,-665.3000000000011,-0.04004936190705521,179878.724,192710,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=179878.724; EIA-923 annual fuel mmBtu=192710.
56227,2012,Port Westward,M,respondent_monthly,1769082.39,1729181.0,1.023075311375732,39901.3899999999,0.02307531137573215,12050693.448,12056349,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12050693.448; EIA-923 annual fuel mmBtu=12056349.
6106,2013,Boardman,M,respondent_monthly,3974093.8200000003,3764255.9760000003,1.0557448391761548,209837.84400000004,0.05574483917615491,37849578.295,36971556,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=37849578.295; EIA-923 annual fuel mmBtu=36971556.
7350,2013,Coyote Springs,M,respondent_monthly,634656.29,715961.0,0.8864397502098579,-81304.70999999996,-0.11356024979014215,5161569.68,5370713,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=5161569.68; EIA-923 annual fuel mmBtu=5370713.
7931,2013,Coyote Springs II,M,respondent_monthly,1823378.23,1796280.0,1.0150857494377268,27098.22999999998,0.015085749437726847,12687909.270000001,12585102,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12687909.270000001; EIA-923 annual fuel mmBtu=12585102.
54761,2013,Hermiston Generating Plant,M,respondent_monthly,2454403.26,2575536.0,0.9529679491958178,-121132.74000000022,-0.047032050804182206,19603679.762,20054839,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=19603679.762; EIA-923 annual fuel mmBtu=20054839.
55103,2013,Klamath Cogeneration Plant,M,respondent_monthly,2841084.0700000003,2788370.0,1.018904976742685,52714.0700000003,0.0189049767426849,20613768.487999998,20152841,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=20613768.487999998; EIA-923 annual fuel mmBtu=20152841.
55328,2013,Hermiston Power Partnership,M,respondent_monthly,3756618.7399999998,3655689.0,1.0276089514179132,100929.73999999976,0.027608951417913218,26186623.767,26303868,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=26186623.767; EIA-923 annual fuel mmBtu=26303868.
55544,2013,Klamath Expansion Project,A,eia_allocated_from_annual,45589.14,47015.0,0.969672232266298,-1425.8600000000006,-0.03032776773370202,496949.045,541171,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=496949.045; EIA-923 annual fuel mmBtu=541171.
56227,2013,Port Westward,M,respondent_monthly,2433596.59,2383859.0,1.0208643170590206,49737.58999999985,0.020864317059020625,16742407.904,16739393,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16742407.904; EIA-923 annual fuel mmBtu=16739393.
6106,2014,Boardman,M,respondent_monthly,3375152.8400000003,3202306.967,1.0539754229626295,172845.87300000014,0.05397542296262947,32041007.058000002,31804399,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=32041007.058000002; EIA-923 annual fuel mmBtu=31804399.
7350,2014,Coyote Springs,M,respondent_monthly,1284397.52,1273703.0,1.0083964001026928,10694.520000000019,0.008396400102692714,9161123.324000001,9549295,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=9161123.324000001; EIA-923 annual fuel mmBtu=9549295.
7931,2014,Coyote Springs II,M,respondent_monthly,1518640.29,1493933.0,1.0165384190589537,24707.290000000037,0.016538419058953806,10340215.053000001,10414002,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=10340215.053000001; EIA-923 annual fuel mmBtu=10414002.
54761,2014,Hermiston Generating Plant,M,respondent_monthly,2222352.3,2315061.0,0.959954100561497,-92708.70000000019,-0.040045899438502994,17655901.829,17845030,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=17655901.829; EIA-923 annual fuel mmBtu=17845030.
55103,2014,Klamath Cogeneration Plant,M,respondent_monthly,2258460.41,2184907.0,1.0336643207239484,73553.41000000015,0.0336643207239485,16573464.655000003,16481548,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16573464.655000003; EIA-923 annual fuel mmBtu=16481548.
55328,2014,Hermiston Power Partnership,M,respondent_monthly,3181576.8000000003,3100584.0,1.0261217886694896,80992.80000000028,0.02612178866948945,22410495.768,22283155,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=22410495.768; EIA-923 annual fuel mmBtu=22283155.
55544,2014,Klamath Expansion Project,A,eia_allocated_from_annual,35241.70999999999,34991.0,1.0071649852819293,250.70999999999185,0.0071649852819294065,372033.64,401657,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=372033.64; EIA-923 annual fuel mmBtu=401657.
56227,2014,Port Westward,M,respondent_monthly,1985476.1300000004,1943131.0,1.0217922157589994,42345.130000000354,0.021792215758999447,13622285.889,13622153,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=13622285.889; EIA-923 annual fuel mmBtu=13622153.
6106,2015,Boardman,M,respondent_monthly,2528798.2800000003,2383345.968,1.0610286185694047,145452.31200000038,0.06102861856940461,24134580.786,24211905,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=24134580.786; EIA-923 annual fuel mmBtu=24211905.
7350,2015,Coyote Springs,M,respondent_monthly,1709631.56,1671561.0,1.0227754536029496,38070.560000000056,0.02277545360294961,11958702.039000003,12286272,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=11958702.039000003; EIA-923 annual fuel mmBtu=12286272.
7931,2015,Coyote Springs II,M,respondent_monthly,1920332.53,1891951.0,1.0150011971768824,28381.530000000028,0.015001197176882503,13026358.557999998,13259821,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=13026358.557999998; EIA-923 annual fuel mmBtu=13259821.
54761,2015,Hermiston Generating Plant,M,respondent_monthly,2298784.63,2387243.0,0.9629453851158009,-88458.37000000011,-0.0370546148841991,18201462.838,18290861,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=18201462.838; EIA-923 annual fuel mmBtu=18290861.
55103,2015,Klamath Cogeneration Plant,M,respondent_monthly,2760628.86,2697515.0,1.0233970376439054,63113.85999999987,0.023397037643905546,20262969.192,20228381,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=20262969.192; EIA-923 annual fuel mmBtu=20228381.
55328,2015,Hermiston Power Partnership,M,respondent_monthly,4182568.9400000004,330670.0,12.64877049626516,3851898.9400000004,11.64877049626516,29515327.568000004,2367355,annual_comparability_warning,"EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is outside the documented 0.85-1.15 envelope. Monthly allocation cannot explain an annual gap. Values were not rescaled; this is a comparability warning, not a correction. CAMPD heat input mmBtu=29515327.568000004; EIA-923 annual fuel mmBtu=2367355."
55544,2015,Klamath Expansion Project,A,eia_allocated_from_annual,31636.030000000002,30983.0,1.0210770422489752,653.0300000000025,0.021077042248975324,325147.318,331735,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=325147.318; EIA-923 annual fuel mmBtu=331735.
56227,2015,Port Westward,M,respondent_monthly,2373987.0999999996,2324304.0,1.0213754741204246,49683.09999999963,0.021375474120424707,16023188.109000001,15995727,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16023188.109000001; EIA-923 annual fuel mmBtu=15995727.
6106,2016,Boardman,M,respondent_monthly,2009404.6600000001,1903051.98,1.055885325843806,106352.68000000017,0.055885325843806,19224271.607,19489180,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=19224271.607; EIA-923 annual fuel mmBtu=19489180.
7350,2016,Coyote Springs,M,respondent_monthly,1481561.9000000001,1454664.0,1.0184907992498613,26897.90000000014,0.01849079924986123,10293068.730999999,10680525,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=10293068.730999999; EIA-923 annual fuel mmBtu=10680525.
7931,2016,Coyote Springs II,M,respondent_monthly,1790560.0100000002,1765406.0,1.0142482862299098,25154.010000000242,0.014248286229909857,12202643.2,12273305,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=12202643.2; EIA-923 annual fuel mmBtu=12273305.
54761,2016,Hermiston Generating Plant,M,respondent_monthly,1881079.7499999998,1956261.0,0.9615689061940098,-75181.25000000023,-0.03843109380599022,14952685.692000002,15089839,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=14952685.692000002; EIA-923 annual fuel mmBtu=15089839.
55103,2016,Klamath Cogeneration Plant,M,respondent_monthly,2516817.55,2427619.03,1.0367432117221458,89198.52000000002,0.03674321172214572,18665378.631,17976493,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=18665378.631; EIA-923 annual fuel mmBtu=17976493.
55328,2016,Hermiston Power Partnership,M,respondent_monthly,3252839.5300000003,3179734.0,1.0229910835308866,73105.53000000026,0.02299108353088663,23201383.69,22945654,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=23201383.69; EIA-923 annual fuel mmBtu=22945654.
55544,2016,Klamath Expansion Project,A,eia_allocated_from_annual,49398.74999999999,48603.0,1.0163724461452994,795.7499999999927,0.016372446145299525,523563.576,550028,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=523563.576; EIA-923 annual fuel mmBtu=550028.
56227,2016,Port Westward,M,respondent_monthly,2458733.51,2400517.0,1.0242516549559948,58216.50999999978,0.0242516549559948,16648306.455000002,16708531,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=16648306.455000002; EIA-923 annual fuel mmBtu=16708531.
58503,2016,Carty Generating Station,M,respondent_monthly,1053240.31,1362782.0,0.7728604501673783,-309541.68999999994,-0.22713954983262175,7212148.919000001,9566449,annual_comparability_warning,"EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is outside the documented 0.85-1.15 envelope. Monthly allocation cannot explain an annual gap. Values were not rescaled; this is a comparability warning, not a correction. CAMPD heat input mmBtu=7212148.919000001; EIA-923 annual fuel mmBtu=9566449."
6106,2017,Boardman,M,respondent_monthly,1844055.75,1738424.996,1.060762330410026,105630.75399999996,0.0607623304100259,17866870.455000002,17876513,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=17866870.455000002; EIA-923 annual fuel mmBtu=17876513.
7350,2017,Coyote Springs,A,eia_allocated_from_annual,1241610.13,1209749.0,1.026336975686692,31861.12999999989,0.02633697568669194,8474929.63,9109489,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=8474929.63; EIA-923 annual fuel mmBtu=9109489.
7931,2017,Coyote Springs II,A,eia_allocated_from_annual,1677644.67,1659029.0,1.0112208225413781,18615.669999999925,0.011220822541378074,11533460.34,11588075,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=11533460.34; EIA-923 annual fuel mmBtu=11588075.
54761,2017,Hermiston Generating Plant,M,respondent_monthly,1720696.51,1768108.0,0.9731851843891889,-47411.48999999999,-0.0268148156108111,13548416.248999998,13808024,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=13548416.248999998; EIA-923 annual fuel mmBtu=13808024.
55103,2017,Klamath Cogeneration Plant,M,respondent_monthly,2288734.95,2210937.51,1.0351875345404948,77797.44000000041,0.03518753454049473,17023840.518,16340125,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=17023840.518; EIA-923 annual fuel mmBtu=16340125.
55328,2017,Hermiston Power Partnership,M,respondent_monthly,3043453.49,2970806.0,1.0244537980601898,72647.49000000022,0.0244537980601898,21784768.801,21565315,ok,EIA-923 respondent monthly generation (Plant Frame frequency=M). Monthly CAMPD/EIA-923 comparison remains eligible. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=21784768.801; EIA-923 annual fuel mmBtu=21565315.
55544,2017,Klamath Expansion Project,A,eia_allocated_from_annual,68130.95000000001,65510.06,1.0400074431316353,2620.890000000014,0.04000744313163526,727064.041,750063,ok,EIA-923 annual respondent (Plant Frame frequency=A). Published monthly Netgen is not a respondent monthly observation; primary CAMPD/EIA-923 generation QC is the annual total. Annual CAMPD gross / EIA-923 net is inside the documented 0.85-1.15 envelope (gross vs net plus ordinary reporting noise). Sources were not rescaled. CAMPD heat input mmBtu=727064.041; EIA-923 annual fuel mmBtu=750063.
